Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Phosphatidylinositol 3-Kinase Complex, Class I (GO:0097651)	3/8	6.669353467633975E-6	6.836087304324825E-5	0	0	123.0618556701031	1466.6496741086537	PIK3R3;PIK3R2;PIK3R1
Phosphatidylinositol 3-Kinase Complex, Class IA (GO:0005943)	3/8	6.669353467633975E-6	6.836087304324825E-5	0	0	123.0618556701031	1466.6496741086537	PIK3R3;PIK3R2;PIK3R1
Intracellular Non-Membrane-Bounded Organelle (GO:0043232)	17/1195	8.38741215573683E-5	7.935782270427924E-4	0	0	3.2552007691206253	30.55394409186114	CDKN1A;JUP;CAV1;HSPB1;PTK2;RELA;FGR;CCND2;TEC;MYC;NEDD4;GRB2;PTPN6;VHL;SKP2;NCK1;MAPK3
Serine/Threonine Protein Kinase Complex (GO:1902554)	4/60	2.3144518216262018E-4	0.0020334112432858777	0	0	14.764880952380953	123.59929166727188	CDKN1A;CCND2;CDK6;CDK1
Secretory Granule Lumen (GO:0034774)	7/316	0.0010501374043681317	0.008611126715818679	0	0	4.772140446114765	32.731320395228245	FGR;HSP90AA1;HSP90AB1;JUP;HGF;PTPN6;MAPK14
Intracellular Vesicle (GO:0097708)	2/11	0.0013218400851343036	0.01016164565446996	0	0	45.10430839002267	298.984305122014	PLCG2;EGFR
Axonal Growth Cone (GO:0044295)	2/15	0.0024908343052083164	0.01802191879650723	0	0	31.21978021978022	187.16687708215863	HSP90AA1;HSP90AB1
Cytoplasmic Vesicle Lumen (GO:0060205)	4/115	0.002661302293846886	0.018185565674620388	0	0	7.428303303303303	44.04196229800182	FGR;HSP90AA1;HSP90AB1;MAPK14
Cytoskeleton (GO:0005856)	9/599	0.0030938515987121466	0.020028618244294423	0	0	3.236915626746135	18.703994162026767	FGR;RASSF1;TEC;JUP;WAS;ABL2;HSPB1;PTK2;MAPK3
Ficolin-1-Rich Granule Lumen (GO:1904813)	4/123	0.0033904273994707266	0.02085112850674497	0	0	6.9261204481792715	39.38745684021152	HSP90AA1;HSP90AB1;JUP;MAPK14
Basolateral Plasma Membrane (GO:0016323)	4/171	0.010713918369074057	0.06275295044743376	0	0	4.923403193612774	22.333598681504093	ERBB3;ERBB2;CD44;EGFR
Ficolin-1-Rich Granule (GO:0101002)	4/184	0.013712096575505666	0.07666308539941803	0	0	4.564814814814815	19.5806675823033	HSP90AA1;HSP90AB1;JUP;MAPK14
Cell-Cell Junction (GO:0005911)	5/299	0.01718411240526984	0.09163735620907781	0	0	3.5098460436806302	14.26320712502629	JUP;PXN;GAB1;FGFR4;EPHA2
Cornified Envelope (GO:0001533)	2/41	0.017880459748112743	0.09163735620907781	0	0	10.392987964416536	41.82186992516352	JUP;FGFR1
Multivesicular Body, Internal Vesicle (GO:0097487)	1/5	0.024753528718293626	0.11276607527222651	0	0	50.24242424242424	185.83603697375267	EGFR
Apicolateral Plasma Membrane (GO:0016327)	1/5	0.024753528718293626	0.11276607527222651	0	0	50.24242424242424	185.83603697375267	NEDD4
Zonula Adherens (GO:0005915)	1/5	0.024753528718293626	0.11276607527222651	0	0	50.24242424242424	185.83603697375267	JUP
Intracellular Organelle Lumen (GO:0070013)	9/856	0.027491181492762206	0.11389401554727041	0	0	2.2247492766973287	7.9955041751968885	HSP90AA1;HSP90AB1;JUP;CDK1;PTPN6;JAK2;MAPK14;EGFR;MAPK3
COPI-coated Vesicle (GO:0030137)	1/6	0.029630963394411815	0.11389401554727041	0	0	40.19191919191919	141.432767389918	KDELR2
G Protein-Coupled Receptor Dimeric Complex (GO:0038037)	1/6	0.029630963394411815	0.11389401554727041	0	0	40.19191919191919	141.432767389918	GRM1
Phosphatidylinositol 3-Kinase Complex, Class III (GO:0035032)	1/6	0.029630963394411815	0.11389401554727041	0	0	40.19191919191919	141.432767389918	BECN1
Hemidesmosome (GO:0030056)	1/6	0.029630963394411815	0.11389401554727041	0	0	40.19191919191919	141.432767389918	JUP
Specific Granule Lumen (GO:0035580)	2/61	0.03742130042373311	0.13947939248845975	0	0	6.863023175371843	22.54856700617945	JUP;PTPN6
Nucleolus (GO:0005730)	8/771	0.03930678257306335	0.1421980663672586	0	0	2.180978973160864	7.05842916297008	CDKN1A;CCND2;MYC;NEDD4;GRB2;PTPN6;SKP2;RELA
Nuclear Lumen (GO:0031981)	8/780	0.041618546230059415	0.14625946246563737	0	0	2.154539310655553	6.849731603739029	CDKN1A;CCND2;MYC;NEDD4;GRB2;PTPN6;SKP2;RELA
Transferase Complex, Transferring Phosphorus-Containing Groups (GO:0061695)	1/9	0.0441188457824273	0.14784022352424314	0	0	25.116161616161616	78.3842312444799	IGF1R
Endocytic Vesicle Membrane (GO:0030666)	3/159	0.04558807932610038	0.14784022352424314	0	0	3.9143536875495637	12.087950910125885	LYN;CAV1;EGFR
Cytoplasmic Vesicle Membrane (GO:0030659)	5/389	0.04567421539773365	0.14784022352424314	0	0	2.674890350877193	8.255303722632279	LYN;CAV1;ERBB2;CD44;EGFR
Nuclear Inclusion Body (GO:0042405)	1/10	0.04890039114183046	0.15134703821731055	0	0	22.32435465768799	67.37423003045056	STUB1
Actin Filament (GO:0005884)	2/71	0.04921854901375952	0.15134703821731055	0	0	5.865424430641822	17.663636014354466	HCK;WAS
ATAC Complex (GO:0140672)	1/13	0.06310341209244187	0.18480284969929403	0	0	16.74074074074074	46.254339159717055	KAT2A
Glial Cell Projection (GO:0097386)	1/13	0.06310341209244187	0.18480284969929403	0	0	16.74074074074074	46.254339159717055	FYN
Endocytic Vesicle (GO:0030139)	3/196	0.07528695361838189	0.2093937462208614	0	0	3.1580043801079003	8.168015432674538	LYN;HSP90AA1;CAV1
COPI-coated Vesicle Membrane (GO:0030663)	1/16	0.0770964289305897	0.2093937462208614	0	0	13.390572390572391	34.31599732708391	KDELR2
Actin Cytoskeleton (GO:0015629)	4/327	0.0816177207381711	0.2093937462208614	0	0	2.5254127966976263	6.3279492569162334	FGR;HCK;WAS;ABL2
Protein Kinase Complex (GO:1902911)	1/17	0.08171463267155567	0.2093937462208614	0	0	12.553030303030303	31.43934295429433	IGF1R
Transcription Factor TFTC Complex (GO:0033276)	1/17	0.08171463267155567	0.2093937462208614	0	0	12.553030303030303	31.43934295429433	KAT2A
Desmosome (GO:0030057)	1/17	0.08171463267155567	0.2093937462208614	0	0	12.553030303030303	31.43934295429433	JUP
Preribosome, Large Subunit Precursor (GO:0030687)	1/18	0.08630995715059277	0.21665560672495734	0	0	11.81402257872846	28.942114306609312	NEDD4
T Cell Receptor Complex (GO:0042101)	1/19	0.09088251453617983	0.2235709857590024	0	0	11.15712682379349	26.75688382123247	ZAP70
Endocytic Vesicle Lumen (GO:0071682)	1/21	0.0999597740324998	0.24107945501955833	0	0	10.04040404040404	23.122924333288797	HSP90AA1
Golgi-associated Vesicle Membrane (GO:0030660)	1/23	0.10894729783603285	0.25283995535532156	0	0	9.1267217630854	20.232947516534363	KDELR2
SAGA Complex (GO:0000124)	1/23	0.10894729783603285	0.25283995535532156	0	0	9.1267217630854	20.232947516534363	KAT2A
Early Endosome Membrane (GO:0031901)	2/116	0.11461325829541329	0.2610635327839969	0	0	3.5420694593626925	7.672801780572879	CAV1;EGFR
Endosome Lumen (GO:0031904)	1/25	0.11784596404042172	0.26354642867221584	0	0	8.365319865319865	17.88820673407011	JAK2
Histone Acetyltransferase Complex (GO:0000123)	1/27	0.12665664230282664	0.2781922679151371	0	0	7.721056721056721	15.953830010816358	KAT2A
Catenin Complex (GO:0016342)	1/28	0.1310292553948657	0.28274734058892076	0	0	7.434717545828657	15.109834134055738	JUP
SWI/SNF Complex (GO:0016514)	1/29	0.13538019382269004	0.28709937655501505	0	0	7.1688311688311686	14.335283778329618	RB1
Intercalated Disc (GO:0014704)	1/31	0.14401747150131122	0.30023981346883527	0	0	6.69023569023569	12.964476920040203	JUP
Postsynaptic Density Membrane (GO:0098839)	1/34	0.1568134700259566	0.31947578742299965	0	0	6.081114172023263	11.266469699963471	GRM1
Mitotic Spindle (GO:0072686)	2/143	0.1604167144707384	0.31947578742299965	0	0	2.859892893327544	5.233547895270227	KAT2A;CDK1
Aggresome (GO:0016235)	1/35	0.16103657577419495	0.31947578742299965	0	0	5.901960784313726	10.777710825180796	FGR
Supramolecular Fiber (GO:0099512)	1/36	0.16523874056701404	0.322608969678456	0	0	5.733044733044733	10.321566994169176	TNK2
SAGA-type Complex (GO:0070461)	1/38	0.17358065793162564	0.3253389478244123	0	0	5.422604422604422	9.495592558231127	KAT2A
Postsynaptic Specialization Membrane (GO:0099634)	1/38	0.17358065793162564	0.3253389478244123	0	0	5.422604422604422	9.495592558231127	GRM1
Postsynaptic Density (GO:0014069)	2/151	0.1745721183448066	0.3253389478244123	0	0	2.7052458567319544	4.721783019390408	FYN;GRM1
Specific Granule (GO:0042581)	2/159	0.188921090423562	0.3468252854044496	0	0	2.566359027687508	4.276647055148966	JUP;PTPN6
Early Endosome (GO:0005769)	3/307	0.19875726828631188	0.35951682351788766	0	0	1.9936245252306022	3.2210412428282726	CAV1;EGFR;MAPK3
Cell-Cell Contact Zone (GO:0044291)	1/47	0.2101094941683413	0.3745430113435649	0	0	4.359683794466403	6.801658146757973	JUP
Bounding Membrane Of Organelle (GO:0098588)	6/819	0.22642293400401317	0.39785744117848026	0	0	1.498547538666876	2.2258685443992134	LYN;CAV1;ERBB2;KDELR2;CD44;EGFR
Sarcolemma (GO:0042383)	1/52	0.22970777681698884	0.3979444584294313	0	0	3.9312735195088138	5.782696221966044	CAV1
Tertiary Granule Lumen (GO:1904724)	1/53	0.23356927222454107	0.39901417338359096	0	0	3.8554778554778553	5.606931137649977	PTPN6
Coated Vesicle Membrane (GO:0030662)	1/55	0.2412348616553018	0.4055849318595073	0	0	3.7123082678638233	5.278844037828421	KDELR2
Lysosome (GO:0005764)	4/503	0.24401044680978487	0.4055849318595073	0	0	1.6199899799599198	2.2850675347844267	LYN;HCK;HSP90AA1;SRC
Microvillus (GO:0005902)	1/58	0.2525911479606718	0.4142494826555017	0	0	3.5163919900762006	4.8384959983786695	CD44
cis-Golgi Network (GO:0005801)	1/60	0.26006835626766184	0.41595941514060325	0	0	3.396849854476973	4.574913980988086	KDELR2
SCF Ubiquitin Ligase Complex (GO:0019005)	1/61	0.26377914130867525	0.41595941514060325	0	0	3.34006734006734	4.4511177340934625	SKP2
Ribosome (GO:0005840)	1/61	0.26377914130867525	0.41595941514060325	0	0	3.34006734006734	4.4511177340934625	NCK1
Endosome Membrane (GO:0010008)	3/361	0.27008617523216094	0.42049661828271523	0	0	1.6882451189310603	2.2099368394683236	CAV1;ERBB2;EGFR
Late Endosome (GO:0005770)	2/205	0.27349373546843264	0.42049661828271523	0	0	1.980195033678496	2.567276450212099	SRC;MAPK3
Platelet Alpha Granule Lumen (GO:0031093)	1/66	0.28205850257636833	0.42353554855229897	0	0	3.0823620823620823	3.9011631304837175	HGF
Spindle (GO:0005819)	2/210	0.2827567896449933	0.42353554855229897	0	0	1.9321036106750393	2.4405717461767877	KAT2A;CDK1
Clathrin-Coated Endocytic Vesicle Membrane (GO:0030669)	1/68	0.2892437892552286	0.42353554855229897	0	0	2.990049751243781	3.7091130169332227	EGFR
Spindle Microtubule (GO:0005876)	1/68	0.2892437892552286	0.42353554855229897	0	0	2.990049751243781	3.7091130169332227	CDK1
Lytic Vacuole (GO:0000323)	2/223	0.3067865775307917	0.4439382239563221	0	0	1.8172499769138424	2.1472679524095994	HCK;SRC
Clathrin-Coated Vesicle (GO:0030136)	1/78	0.32411609442991285	0.45446381852462653	0	0	2.600419782237964	2.929772078325152	TNK2
Glutamatergic Synapse (GO:0098978)	1/78	0.32411609442991285	0.45446381852462653	0	0	2.600419782237964	2.929772078325152	RELA
Coated Vesicle (GO:0030135)	1/79	0.32750873980152984	0.45446381852462653	0	0	2.566951566951567	2.865335397718705	TNK2
Vesicle (GO:0031982)	2/235	0.32883967356659966	0.45446381852462653	0	0	1.7226066392222126	1.915857198516711	PLCG2;EGFR
Lipid Droplet (GO:0005811)	1/82	0.3375858460637784	0.4590121703011144	0	0	2.471505175208879	2.6838950656014107	CAV1
Autophagosome (GO:0005776)	1/83	0.3409115467213686	0.4590121703011144	0	0	2.4412416851441243	2.627098856469418	BECN1
Actin-Based Cell Projection (GO:0098858)	1/84	0.34422071652682057	0.4590121703011144	0	0	2.4117074358038213	2.572018957842433	CD44
Clathrin-Coated Endocytic Vesicle (GO:0045334)	1/85	0.34751343686607217	0.4590121703011144	0	0	2.382876382876383	2.5185858334956643	EGFR
Lysosomal Lumen (GO:0043202)	1/86	0.3507897886854045	0.4590121703011144	0	0	2.354723707664884	2.46673350535558	HSP90AA1
Platelet Alpha Granule (GO:0031091)	1/89	0.3605214364245345	0.4660330544626262	0	0	2.2741046831955924	2.32005037808893	HGF
Clathrin-Coated Vesicle Membrane (GO:0030665)	1/90	0.3637331156781473	0.4660330544626262	0	0	2.2484394506866416	2.2739252396942655	EGFR
Tight Junction (GO:0070160)	1/93	0.3732726494349856	0.4733251121701364	0	0	2.1747913921826965	2.1431398321634836	EPHA2
Polymeric Cytoskeletal Fiber (GO:0099513)	2/265	0.38304595383803014	0.480761758388548	0	0	1.523783657949872	1.462223275246586	HCK;WAS
Apical Junction Complex (GO:0043296)	1/106	0.41300066113378575	0.5131220335298551	0	0	1.9042809042809044	1.6839671916127796	JUP
Asymmetric Synapse (GO:0032279)	1/133	0.487719053875974	0.599894436267448	0	0	1.512702785430058	1.0861444222602046	FYN
Adherens Junction (GO:0005912)	1/150	0.5298491312613169	0.6417918641838088	0	0	1.3389600705036946	0.8504578563729338	JUP
Mitochondrial Outer Membrane (GO:0005741)	1/151	0.5322176434695001	0.6417918641838088	0	0	1.32996632996633	0.8388134470328799	BECN1
Vacuolar Lumen (GO:0005775)	1/161	0.5552625624524002	0.6593560345490825	0	0	1.246212121212121	0.7331642766599419	HSP90AA1
Tertiary Granule (GO:0070820)	1/162	0.557504289374834	0.6593560345490825	0	0	1.238408934061108	0.7235838652550021	PTPN6
cullin-RING Ubiquitin Ligase Complex (GO:0031461)	1/174	0.58354802824362	0.6835848330853834	0	0	1.1518070882232732	0.6203961472877585	SKP2
Microtubule (GO:0005874)	1/185	0.606085393723219	0.7032877681882637	0	0	1.0823451910408433	0.5419674580371615	CDK1
Golgi Membrane (GO:0000139)	2/427	0.6331046403920393	0.7277744931609423	0	0	0.9351740696278511	0.42748636093719494	CAV1;KDELR2
Axon (GO:0030424)	1/205	0.6440121337651465	0.7334582634547502	0	0	0.9752426223014459	0.4291435319722849	IGF1R
Nuclear Membrane (GO:0031965)	1/227	0.6815654540395655	0.7691059710721702	0	0	0.8793242156074015	0.33710035904917474	CCND2
Cilium (GO:0005929)	1/257	0.7265281393419019	0.8123905558095812	0	0	0.775094696969697	0.2476257531837981	CBL
Dendrite (GO:0030425)	1/270	0.7440030510499898	0.817986557854028	0	0	0.7371484360331944	0.21798226964081355	FYN
Secretory Granule Membrane (GO:0030667)	1/279	0.7554488001909503	0.817986557854028	0	0	0.7129569072015115	0.19994396571314432	CD44
Endoplasmic Reticulum Lumen (GO:0005788)	1/284	0.7615870908484772	0.817986557854028	0	0	0.7001820323375094	0.1906950986258781	MAPK3
Lytic Vacuole Membrane (GO:0098852)	1/287	0.7651965885183455	0.817986557854028	0	0	0.6927315109133291	0.1853905385809731	LYN
Endoplasmic Reticulum Membrane (GO:0005789)	3/801	0.769321491075686	0.817986557854028	0	0	0.7403302069607007	0.19414888200181366	CAV1;CDK1;KDELR2
Neuron Projection (GO:0043005)	2/557	0.77143447732575	0.817986557854028	0	0	0.7113439970582828	0.18459628519644333	FYN;IGF1R
Microtubule Cytoskeleton (GO:0015630)	1/342	0.8225565054221873	0.8625481913547839	0	0	0.5793714268787583	0.1131733131998589	RASSF1
Mitochondrial Matrix (GO:0005759)	1/355	0.8339426940201101	0.8625481913547839	0	0	0.5577241339953204	0.10127745521329998	CDK1
Lysosomal Membrane (GO:0005765)	1/356	0.8347879759050624	0.8625481913547839	0	0	0.5561246265471618	0.10042359889148923	LYN
Mitochondrial Inner Membrane (GO:0005743)	1/370	0.8461841535619569	0.8625481913547839	0	0	0.5346418110645753	0.08929494899496608	SRC
Collagen-Containing Extracellular Matrix (GO:0062023)	1/373	0.8485230175116167	0.8625481913547839	0	0	0.5302487237971109	0.08709763060091551	FGFR1
Organelle Inner Membrane (GO:0019866)	1/398	0.8666928654123558	0.8737969052927849	0	0	0.49622166246851385	0.07099473831435102	SRC
Mitochondrial Membrane (GO:0031966)	1/540	0.9356864876550847	0.9356864876550847	0	0	0.3628305316617005	0.024119089819525676	SRC
