Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Cellular Process (GO:0048522)	21/594	1.3650585128888605E-12	6.194956721727976E-11	0	0	8.96606799655378	244.95139803856063	PDGFRB;LYN;CSF1R;HSP90AB1;SHC1;CAV1;PTK6;PTK2;RELA;EGFR;IGF1R;CRKL;HCK;CCND2;ERBB3;MYC;ERBB2;PTPN6;VHL;FGFR4;FGFR1
Regulation Of MAPK Cascade (GO:0043408)	14/204	1.7235098196020714E-12	7.59821614755999E-11	0	0	16.887392900856792	457.4230412774359	LYN;CSF1R;SHC1;CAV1;PIK3R2;EGFR;IGF1R;ERBB2;PLCG2;GRB2;PTPN6;EPHA2;FGFR1;MAPK3
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	12/134	3.1564509393369748E-12	1.3528899442769312E-10	0	0	22.10655737704918	585.4164094211964	VAV3;KHDRBS1;ITK;ZAP70;TEC;LCK;BTK;PLCG2;BLNK;LCP2;FYN;PLCG1
Negative Regulation Of Inflammatory Response (GO:0050728)	11/111	8.696711526798343E-12	3.62676375293239E-10	0	0	24.471910112359552	623.252470207734	RB1;LYN;FGR;HCK;YES1;SRC;STAT3;FYN;PTPN6;PLCG1;MAPK14
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	10/90	2.532257876030609E-11	1.0282299743987446E-9	0	0	27.52777777777778	671.6591876380966	SRC;HGF;TNK2;PLCG2;FYN;PTPN11;PTPN6;JAK2;CD44;EGFR
Fc Receptor Signaling Pathway (GO:0038093)	7/26	3.8399733913815935E-11	1.5192510110004611E-9	0	0	78.75891341256367	1888.8727037341512	LYN;VAV3;LCK;PLCG2;PLCG1;SOS1;VAV1
T Cell Receptor Signaling Pathway (GO:0050852)	10/95	4.3821585728669794E-11	1.6904176694834375E-9	0	0	25.901960784313726	617.7849364727945	ITK;ZAP70;KHDRBS1;TEC;LCK;BTK;PLCG2;LCP2;FYN;PLCG1
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	11/130	4.940926808686395E-11	1.859475625805636E-9	0	0	20.544896610329523	487.54853968401386	LYN;CSF1R;ERBB3;SRC;HGF;TNK2;PLCG2;PTK6;PTPN11;JAK2;CD44
Insulin Receptor Signaling Pathway (GO:0008286)	8/47	7.863925150954472E-11	2.8890563114101786E-9	0	0	44.28316610925307	1030.2987921726617	SHC1;IRS4;GAB1;PIK3R3;PIK3R2;GRB2;PIK3R1;IGF1R
Growth Hormone Receptor Signaling Pathway (GO:0060396)	6/17	1.588407279315142E-10	5.699796353449451E-9	0	0	115.4100580270793	2604.0108877049797	LYN;PXN;STAT3;PIK3R1;JAK2;PTK2
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)	10/112	2.2889211611090158E-10	8.026830344525482E-9	0	0	21.56644880174292	478.7270773793685	RB1;CSF1R;CDKN1A;CDKN2B;CCND2;CDKN2C;CCNE1;SRC;CDC37;SOS1
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	8/54	2.528476636633423E-10	8.669865445167494E-9	0	0	37.53119092627599	829.3730367023828	MAP2K3;JUP;HSPB1;PLCG1;MAPK14;HIF1A;EPHA2;FGFR1
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	13/244	2.6756012307727165E-10	8.974897171918047E-9	0	0	12.723142757625515	280.4394007433371	PDGFRB;LYN;CSF1R;SHC1;PTPN11;EGFR;CRKL;ERBB2;PTPN6;FGFR4;CD44;EPHA2;MAPK3
Positive Regulation Of MAPK Cascade (GO:0043410)	14/310	4.602307824928541E-10	1.5109278667797317E-8	0	0	10.781583909490886	231.79643202607343	PDGFRB;CSF1R;SHC1;PTPN11;EGFR;IGF1R;CRKL;ERBB2;PLCG2;FGFR4;MAP2K5;CD44;FGFR1;MAPK3
Cytokine-Mediated Signaling Pathway (GO:0019221)	13/257	5.067063325675372E-10	1.6288497315660625E-8	0	0	12.037309214245337	257.6356065221874	LYN;CSF1R;SRC;STAT3;PTPN11;CBL;RELA;HCK;SOCS1;PTPN6;JAK2;SOS1;MAPK3
Fc-epsilon Receptor Signaling Pathway (GO:0038095)	6/22	9.385304187224506E-10	2.955413134874982E-8	0	0	79.32446808510639	1648.8943846629518	LYN;VAV3;PLCG2;PLCG1;SOS1;VAV1
Cellular Response To Growth Hormone Stimulus (GO:0071378)	5/11	1.2740619013297642E-9	3.9317550275036525E-8	0	0	174.50877192982455	3574.1238767778955	PXN;STAT3;PIK3R1;JAK2;PTK2
Negative Regulation Of Immune Response (GO:0050777)	8/66	1.3288448135500094E-9	3.9969869833139775E-8	0	0	29.748125937031485	608.0206321525512	FGR;LYN;HCK;YES1;SRC;FYN;PLCG1;MAPK14
Positive Regulation Of Protein Modification Process (GO:0031401)	12/225	1.3470079269755466E-9	3.9969869833139775E-8	0	0	12.603713188220231	257.43563196887726	LYN;CSF1R;CDKN1A;HSP90AA1;CCND2;HGF;ERBB2;PIK3R3;PTK2;EGFR;CRKL;MAPK3
B Cell Receptor Signaling Pathway (GO:0050853)	7/46	2.8802050924536077E-9	8.38520086350173E-8	0	0	38.3311276537083	753.7971238376133	VAV3;ITK;TEC;LCK;BLNK;PLCG2;BTK
ERBB2 Signaling Pathway (GO:0038128)	5/13	3.5212040581817057E-9	1.006151455884143E-7	0	0	130.8684210526316	2547.283519011326	SRC;ERBB2;PTK6;STUB1;EGFR
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	6/28	4.62567207184485E-9	1.297711273973928E-7	0	0	57.67311411992263	1106.841884002455	SRC;HSPB1;FYN;MAPK14;PTK2;VAV1
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	8/79	5.7230492581537205E-9	1.5769044652377125E-7	0	0	24.285364360073483	460.90620094465936	CDKN1A;CDKN2B;CCND2;LATS2;CDKN2C;CCNE1;CDC37;EGFR
Cell Cycle G1/S Phase Transition (GO:0044843)	7/52	7.025291290799278E-9	1.9017586774918043E-7	0	0	33.210274790919954	623.4813683831447	KHDRBS1;CDKN1A;CCND2;LATS2;CDK6;CCNE1;MYC
Regulation Of Phosphorylation (GO:0042325)	8/82	7.723145301602882E-9	2.054622965581594E-7	0	0	23.2972972972973	435.1712444050708	LYN;CDKN1A;CDKN2B;SOCS1;CDKN2C;HSPB1;EGFR;PTK2
Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)	7/53	8.061463670569313E-9	2.1082777023200764E-7	0	0	32.486676016830295	605.4272397275116	CDKN1A;CDKN2B;HSP90AB1;CCND2;CDKN2C;CCNE1;CDC37
Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	6/32	1.0948439429876913E-8	2.8155736733833457E-7	0	0	48.79050736497545	894.3333620884828	ERBB3;ERBB2;STAT3;PIK3R2;PIK3R1;IGF1R
Inositol Lipid-Mediated Signaling (GO:0048017)	6/33	1.332760512433603E-8	3.371228640467294E-7	0	0	46.981087470449175	851.928184835787	PDGFRB;CSF1R;PLCG2;PLCG1;IGF1R;FGFR1
Positive Regulation Of Cell Motility (GO:2000147)	11/221	1.3989528045816618E-8	3.481587383015329E-7	0	0	11.588550026752275	209.57842642243048	PDGFRB;FGR;CSF1R;HGF;CAV1;STAT3;PIK3R3;PTK2;EGFR;IGF1R;EPHA2
Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551)	6/34	1.6118429887166235E-8	3.947736081888492E-7	0	0	45.30091185410334	812.847965202718	PDGFRB;FGR;PIK3R3;PIK3R2;PIK3R1;PTK2
Positive Regulation Of Leukocyte Proliferation (GO:0070665)	5/17	1.6664329868330147E-8	4.0176657791927215E-7	0	0	87.2280701754386	1562.2543301775686	LYN;CSF1R;JAK2;PTK2;MAPK3
G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	7/63	2.7780729183799686E-8	6.594717712400449E-7	0	0	26.672043010752688	464.0648293034006	KHDRBS1;CDKN1A;CCND2;LATS2;CDK6;CCNE1;MYC
Regulation Of Intracellular Signal Transduction (GO:1902531)	12/297	3.0209531168977756E-8	7.062622211171618E-7	0	0	9.385167464114833	162.50519162479773	LYN;VAV3;CSF1R;ARAF;PLCG2;HSPB1;GRB2;CRK;VAV1;RELA;EGFR;MAP2K6
MAPK Cascade (GO:0000165)	8/98	3.1937273614823346E-8	7.355106445921257E-7	0	0	19.14009661835749	330.34834556219676	MAP2K3;MYC;CDK1;MAPK14;MAP2K5;MAP2K6;FGFR1;MAPK3
Cellular Response To Insulin Stimulus (GO:0032869)	8/99	3.460297182195935E-8	7.753796969227564E-7	0	0	18.928810320114668	325.18420834985045	SHC1;IRS4;GAB1;PIK3R3;PIK3R2;GRB2;PIK3R1;IGF1R
Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	7/65	3.46734926038044E-8	7.753796969227564E-7	0	0	25.74972191323693	442.3104495763719	PDGFRB;HSP90AA1;HSP90AB1;MYC;HGF;FGFR4;MAPK3
Regulation Of Cell Adhesion (GO:0030155)	9/144	4.410333592416087E-8	9.721635332997175E-7	0	0	14.47985347985348	245.24137480534998	LYN;ERBB3;SRC;RASA1;ERBB2;ABL2;PTPN11;PTK2;EPHA2
Positive Regulation Of Protein Kinase Activity (GO:0045860)	9/145	4.6829298316342736E-8	1.0177127789030542E-6	0	0	14.372656755009697	242.5638325882278	MAP2K3;CSF1R;CDKN1A;HSP90AA1;HSP90AB1;ERBB3;SRC;LCP2;PTK2
Negative Regulation Of Cellular Process (GO:0048523)	15/537	6.942624894049434E-8	1.487843084933094E-6	0	0	6.5510480054090605	107.98092960659571	RB1;LYN;CDKN1A;CDKN2B;CDKN2C;WAS;CDK6;ERBB3;MYC;RASA1;MDM4;PTPN6;VHL;JAK2;CRK
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	6/44	8.125995834190388E-8	1.7175906263227079E-6	0	0	33.36282194848824	544.6685016709359	BECN1;SOCS3;SOCS1;PIK3R3;PIK3R2;PIK3R1
T Cell Activation (GO:0042110)	8/111	8.496245343785366E-8	1.747960875394776E-6	0	0	16.713381173490923	272.1115015588373	ITK;ZAP70;LCK;PIK3R3;PIK3R2;PIK3R1;CD44;NCK1
Mitotic Cell Cycle Phase Transition (GO:0044772)	8/111	8.496245343785366E-8	1.747960875394776E-6	0	0	16.713381173490923	272.1115015588373	KHDRBS1;CDKN1A;CCND2;CDK6;LATS2;CCNE1;MYC;CDK1
Regulation Of MAP Kinase Activity (GO:0043405)	8/114	1.0460817081461455E-7	2.123821152196714E-6	0	0	16.237899917965546	260.992482666396	PDGFRB;LYN;ERBB2;CBLC;SOS1;MAP2K5;EGFR;FGFR1
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	6/46	1.0696028672901555E-7	2.1433730184788437E-6	0	0	31.69148936170213	508.67401805998884	MAP2K3;HSPB1;PLCG1;MAPK14;HIF1A;FGFR1
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	8/117	1.280380755546345E-7	2.5328557766769365E-6	0	0	15.78859194256083	250.5797662273943	PDGFRB;CSF1R;CCND2;SRC;ERBB2;MAP2K5;EGFR;FGFR1
Regulation Of Lipid Kinase Activity (GO:0043550)	4/11	1.8897870569801037E-7	3.691065099899114E-6	0	0	118.41071428571429	1833.191043808636	RB1;PIK3R3;PIK3R2;PIK3R1
Regulation Of Cell Migration (GO:0030334)	13/434	2.5376351777375715E-7	4.894463849061341E-6	0	0	6.913670243263167	104.99696306046857	PDGFRB;CSF1R;SRC;HGF;CAV1;STAT3;PIK3R3;PTK2;EGFR;IGF1R;FGR;FYN;EPHA2
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	9/179	2.84773033478328E-7	5.424750501939014E-6	0	0	11.478345184227537	172.99672135444274	PDGFRB;CSF1R;SHC1;PTPN11;FGFR4;CD44;EGFR;CRKL;MAPK3
Lymphocyte Differentiation (GO:0030098)	7/91	3.626334456056307E-7	6.695900264789327E-6	0	0	17.75627240143369	263.32327007495604	ZAP70;LCK;BLNK;PLCG2;PIK3R3;PIK3R2;PIK3R1
Response To Epidermal Growth Factor (GO:0070849)	5/30	3.645208180442666E-7	6.695900264789327E-6	0	0	41.8421052631579	620.2959119819114	ERBB2;PTPN11;PLCG1;EGFR;MAPK3
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	5/30	3.645208180442666E-7	6.695900264789327E-6	0	0	41.8421052631579	620.2959119819114	SOCS3;SOCS1;CAV1;PTK6;PTPN6
B Cell Activation (GO:0042113)	7/92	3.909033205730123E-7	7.096044984048917E-6	0	0	17.546489563567363	258.89504193764344	ZAP70;BLNK;BTK;PLCG2;PIK3R3;PIK3R2;PIK3R1
Cellular Response To Cytokine Stimulus (GO:0071345)	11/308	4.053622473101396E-7	7.1678918155454436E-6	0	0	8.15771951727008	120.06927016131333	CSF1R;HCK;SOCS1;STAT3;PTPN11;PTPN6;JAK2;SOS1;CBL;HIF1A;RELA
Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	4/13	4.0632190809492903E-7	7.1678918155454436E-6	0	0	92.08796296296296	1355.1775240556426	LCK;EGFR;IGF1R;MAPK3
Regulation Of Protein Kinase B Signaling (GO:0051896)	8/136	4.0879745934413414E-7	7.1678918155454436E-6	0	0	13.432065217391305	197.5862973972796	HSP90AA1;HSP90AB1;SRC;PTK2;EGFR;IGF1R;EPHA2;FGFR1
Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135)	7/93	4.2100426536562096E-7	7.217884238435036E-6	0	0	17.34158539634909	254.5852752030118	HSP90AA1;HSP90AB1;CAV1;ARAF;CD44;EGFR;NCK1
Positive Regulation Of Protein Kinase B Signaling (GO:0051897)	7/93	4.2100426536562096E-7	7.217884238435036E-6	0	0	17.34158539634909	254.5852752030118	HSP90AA1;HSP90AB1;SRC;EGFR;PTK2;IGF1R;FGFR1
Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	4/14	5.666707862160507E-7	9.608494759685343E-6	0	0	82.875	1192.031512125974	SOCS3;SOCS1;CAV1;VHL
Positive Regulation Of Cytokine Production (GO:0001819)	11/320	5.915684041836927E-7	9.921630952776497E-6	0	0	7.836115050361805	112.37371788141023	FGR;CSF1R;ITK;KAT2A;STAT3;PLCG2;PTPN11;JAK2;MAPK14;HIF1A;RELA
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)	5/34	7.005822036110875E-7	1.1550442200203947E-5	0	0	36.063520871143375	511.06892537274086	MAP2K3;GAB1;HSPB1;MAPK14;RELA
Positive Regulation Of DNA-templated Transcription (GO:0045893)	21/1243	7.036562325464491E-7	1.1550442200203947E-5	0	0	4.063042532474259	57.561025662984015	MAP2K3;JUP;SHC1;HGF;STAT3;WAS;PIK3R2;PIK3R1;HIF1A;RELA;EGFR;GLIS2;KAT2A;MYC;ERBB2;VHL;MAP2K5;TEAD2;TP73;NCK1;MAPK3
Positive Regulation Of Gene Expression (GO:0010628)	13/480	7.92656764333108E-7	1.2874414603852482E-5	0	0	6.217947771296364	87.34895641081826	ITK;STAT3;PIK3R3;PIK3R1;MAPK14;HIF1A;RELA;FGR;KAT2A;MYC;ERBB2;PLCG2;FGFR4
Negative Regulation Of Protein Phosphorylation (GO:0001933)	8/149	8.197189360580768E-7	1.3175274149350131E-5	0	0	12.185630588960839	170.77313536030636	RB1;LYN;CDKN1A;CAV1;HSPB1;PTPN6;CRKL;NCK1
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	6/65	8.73710802743793E-7	1.3898306893130645E-5	0	0	21.465200144248108	299.45062675658284	LYN;CSF1R;SOCS3;SOCS1;PTK6;JAK2
Regulation Of Erythrocyte Differentiation (GO:0045646)	5/36	9.416942302303547E-7	1.482687956372895E-5	0	0	33.73344651952462	468.07131165658654	LYN;CDK6;STAT3;MAPK14;HIF1A
Negative Regulation Of Anoikis (GO:2000811)	4/16	1.022429274849078E-6	1.5692768317411647E-5	0	0	69.05555555555556	952.506005361108	SRC;CAV1;PIK3R3;PTK2
Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426)	4/16	1.022429274849078E-6	1.5692768317411647E-5	0	0	69.05555555555556	952.506005361108	SOCS3;SOCS1;CAV1;VHL
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	7/106	1.0272000000379626E-6	1.5692768317411647E-5	0	0	15.054523731943087	207.58191851939728	RB1;CDKN1A;CDKN2B;CCND2;CDKN2C;PTPN6;EGFR
Signal Complex Assembly (GO:0007172)	3/5	1.2040164998000132E-6	1.821370058030804E-5	0	0	307.70103092783506	4193.9181292988405	SRC;PXN;NCK1
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	5/39	1.421224010449179E-6	2.1086044693491185E-5	0	0	30.75232198142415	414.0490195519079	CSF1R;ERBB3;SHC1;CAV1;PTK6
