Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Nervous System Development	26/567	3.2774292187059287E-18	5.571629671800079E-17	0	0	12.572663236249188	506.1687877193635	HSP90AB1;SHC1;SRC;PIK3R3;PIK3R2;PIK3R1;EGFR;ERBB2;ABL2;FYN;PLCG1;NCK1;MAPK3;LYN;VAV3;HSP90AA1;YES1;GAB1;PTPN11;PTK2;DOK1;RASA1;GRB2;SOS1;EPHA2;FGFR1
Signaling by NTRKs	16/134	5.496554147721465E-18	8.938461229922625E-17	0	0	31.93220338983051	1269.0627287929747	SHC1;SRC;STAT3;GAB1;PIK3R2;PTPN11;PIK3R1;MAPK14;CRKL;GRB2;FYN;PLCG1;SOS1;CRK;MAP2K5;MAPK3
Cyclin D Associated Events in G1	12/47	5.579831740167785E-18	8.938461229922625E-17	0	0	77.3961038961039	3074.7438922554334	RB1;LYN;CDKN1A;CDKN2B;CCND2;CDKN2C;CDK6;SRC;CCNE1;PTK6;JAK2;SKP2
G1 Phase	12/47	5.579831740167785E-18	8.938461229922625E-17	0	0	77.3961038961039	3074.7438922554334	RB1;LYN;CDKN1A;CDKN2B;CCND2;CDKN2C;CDK6;SRC;CCNE1;PTK6;JAK2;SKP2
Signaling by EGFR in Cancer	10/25	1.8884280988059418E-17	2.9680388798214143E-16	0	0	147.2962962962963	5672.115500937475	HSP90AA1;SHC1;CDC37;GAB1;GRB2;PIK3R1;PLCG1;CBL;SOS1;EGFR
RAF MAP Kinase Cascade	19/265	5.572679427401062E-17	8.596374005602009E-16	0	0	18.740640369366655	701.3885294859073	PDGFRB;SHC1;SRC;HGF;ARAF;PIK3R2;PIK3R1;PTK2;EGFR;ERBB3;RASA1;ERBB2;GRB2;FYN;FGFR4;JAK2;SOS1;FGFR1;MAPK3
Hemostasis	27/707	6.60396357392292E-17	1.0002003012868713E-15	0	0	10.454069298952458	389.4796970901565	SHC1;SRC;PIK3R3;PIK3R2;PIK3R1;PLCG2;FYN;PLCG1;JAK2;MAPK3;LYN;VAV3;YES1;HGF;CAV1;PTPN11;MAPK14;PTK2;VAV1;FGR;LCK;GRB2;LCP2;PTPN6;SOS1;CRK;CD44
RET Signaling	11/41	7.730432447430852E-17	1.1297281102999824E-15	0	0	81.86142322097378	3036.959075933281	DOK1;SHC1;SRC;GAB1;PIK3R3;PIK3R2;PTPN11;GRB2;PIK3R1;PLCG1;SOS1
Signaling by FGFR4	11/41	7.730432447430852E-17	1.1297281102999824E-15	0	0	81.86142322097378	3036.959075933281	SHC1;SRC;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;CBL;FGFR4;SOS1;MAPK3
Signaling by MET	13/79	1.0952223941605483E-16	1.5729659557512702E-15	0	0	44.90456287008011	1650.2608289650645	SHC1;SRC;HGF;STAT3;GAB1;PTPN11;PIK3R1;CBL;PTK2;CRKL;GRB2;SOS1;CRK
Fc Epsilon Receptor (FCERI) Signaling	17/197	1.2506626645507737E-16	1.7657661009674484E-15	0	0	22.43908969210174	821.6675841246729	LYN;VAV3;ITK;SHC1;PIK3R2;PIK3R1;VAV1;RELA;TEC;BTK;PLCG2;GRB2;LCP2;FYN;PLCG1;SOS1;MAPK3
PECAM1 Interactions	8/12	1.4282873546391727E-16	1.9829389440240513E-15	0	0	432.5217391304348	15780.506091883326	LYN;YES1;LCK;SRC;FYN;PTPN11;PTPN6;PLCG1
Developmental Biology	35/1385	2.2893270797578194E-16	3.126245012193875E-15	0	0	7.398860398860399	266.4559258082878	CDKN1A;HSP90AB1;SHC1;SRC;PIK3R3;PIK3R2;PIK3R1;RELA;EGFR;MYC;ERBB2;ABL2;FYN;PLCG1;TEAD2;MAP2K6;NCK1;MAPK3;LYN;VAV3;HSP90AA1;YES1;JUP;STAT3;GAB1;PTPN11;MAPK14;PTK2;DOK1;KAT2A;RASA1;GRB2;SOS1;EPHA2;FGFR1
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	26/688	3.5643663075897333E-16	4.7888986035842704E-15	0	0	10.210418878092595	363.1884304803923	HSP90AB1;SRC;WAS;PIK3R3;PIK3R2;PIK3R1;ABL2;VHL;NCK1;MAPK3;VAV3;HSP90AA1;JUP;CAV1;MAPK14;PTK2;VAV1;AR;ZAP70;CCNE1;LCK;CDC37;BTK;GRB2;SOS1;EPHA2
FCGR3A-mediated Phagocytosis	15/142	4.179650153610609E-16	5.356382427627135E-15	0	0	27.47522000926355	972.9286957839226	LYN;VAV3;YES1;SRC;WAS;PTK2;VAV1;FGR;HCK;BTK;GRB2;FYN;CRK;NCK1;MAPK3
Leishmania Phagocytosis	15/142	4.179650153610609E-16	5.356382427627135E-15	0	0	27.47522000926355	972.9286957839226	LYN;VAV3;YES1;SRC;WAS;PTK2;VAV1;FGR;HCK;BTK;GRB2;FYN;CRK;NCK1;MAPK3
Parasite Infection	15/142	4.179650153610609E-16	5.356382427627135E-15	0	0	27.47522000926355	972.9286957839226	LYN;VAV3;YES1;SRC;WAS;PTK2;VAV1;FGR;HCK;BTK;GRB2;FYN;CRK;NCK1;MAPK3
Signaling by ERBB2 TMD JMD Mutants	9/22	6.365453909033976E-16	8.03397440337167E-15	0	0	151.2958579881657	5293.914079536796	HSP90AA1;ERBB3;SHC1;CDC37;ERBB2;GRB2;PLCG1;SOS1;EGFR
CD28 Co-Stimulation	10/35	1.0180884444157728E-15	1.2657726480572221E-14	0	0	88.33333333333333	3049.3417146658417	LYN;YES1;SRC;LCK;PIK3R3;PIK3R2;FYN;GRB2;PIK3R1;VAV1
Signaling by FGFR1	11/52	1.4130175563175049E-15	1.7309465064889435E-14	0	0	59.865442587010136	2046.9820037882366	SHC1;SRC;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;SOS1;CBL;MAPK3;FGFR1
IGF1R Signaling Cascade	11/53	1.7758240571717883E-15	2.1132306280344283E-14	0	0	58.43713215623328	1984.788665973274	SHC1;IRS4;GAB1;PIK3R2;PTPN11;GRB2;PIK3R1;SOS1;FGFR4;IGF1R;FGFR1
Signaling by EGFR	11/53	1.7758240571717883E-15	2.1132306280344283E-14	0	0	58.43713215623328	1984.788665973274	SHC1;SRC;PXN;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;SOS1;CBL;EGFR
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	11/54	2.2210120696356616E-15	2.6057789493049383E-14	0	0	57.075254768748366	1925.765521805209	SHC1;IRS4;GAB1;PIK3R2;PTPN11;GRB2;PIK3R1;SOS1;FGFR4;IGF1R;FGFR1
Signaling by NTRK2 (TRKB)	9/25	2.5824983039216764E-15	2.987807065509384E-14	0	0	122.90934065934066	4128.527103960849	SHC1;SRC;GAB1;FYN;PTPN11;GRB2;PIK3R1;PLCG1;SOS1
Costimulation by the CD28 Family	12/78	4.088241578941579E-15	4.665075664737446E-14	0	0	40.97933884297521	1357.6726016146583	LYN;YES1;LCK;SRC;PIK3R3;PIK3R2;FYN;PTPN11;GRB2;PTPN6;PIK3R1;VAV1
Signaling by FGFR3	10/40	4.605702129266222E-15	5.184526856322653E-14	0	0	73.5925925925926	2429.4004916689582	SHC1;SRC;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;CBL;SOS1;MAPK3
Mitotic G1 Phase and G1 S Transition	14/139	8.355773909428813E-15	9.280479555405602E-14	0	0	25.753488372093024	834.8205363824706	RB1;LYN;CDKN1A;CDKN2B;CDKN2C;SRC;PTK6;CCND2;CDK6;CCNE1;MYC;CDK1;SKP2;JAK2
Interleukin-2 Family Signaling	10/44	1.326271534366037E-14	1.4536634054301433E-13	0	0	64.92156862745098	2074.492095580809	SHC1;LCK;STAT3;PIK3R3;PIK3R2;GRB2;PTPN6;PIK3R1;JAK2;SOS1
Cellular Responses to Stimuli	27/887	1.732829257677225E-14	1.8449984475665279E-13	0	0	8.188595093978973	259.46739290272495	RB1;CDKN1A;HSP90AB1;SHC1;PIK3R2;HIF1A;RELA;MYC;FYN;VHL;SKP2;MAP2K6;MAPK3;MAP2K3;HSP90AA1;CDKN2B;CDKN2C;HSPA4;STAT3;PTK6;MAPK14;PTK2;AR;CDK6;CCNE1;SP1;MDM4
Signaling by NTRK1 (TRKA)	13/115	1.7521389384094052E-14	1.8449984475665279E-13	0	0	29.003155285102547	918.6852110568726	SHC1;SRC;STAT3;PIK3R2;PIK3R1;MAPK14;CRKL;GRB2;PLCG1;SOS1;CRK;MAP2K5;MAPK3
Signaling by ALK	9/30	1.771907272572896E-14	1.8449984475665279E-13	0	0	93.62166405023548	2964.448988847377	SHC1;SRC;MYC;STAT3;PIK3R2;PTPN6;PIK3R1;PLCG1;HIF1A
Signaling by CSF3 (G-CSF)	9/30	1.771907272572896E-14	1.8449984475665279E-13	0	0	93.62166405023548	2964.448988847377	LYN;SOCS3;HCK;SOCS1;SHC1;STAT3;PTPN11;GRB2;JAK2
Signaling by Rho GTPases	24/672	2.0671617694746632E-14	2.1258589555214747E-13	0	0	9.382066276803119	295.6290468740321	VAV3;HSP90AA1;HSP90AB1;JUP;SRC;CAV1;WAS;PIK3R3;PIK3R2;PIK3R1;MAPK14;PTK2;VAV1;AR;ZAP70;LCK;CDC37;BTK;ABL2;GRB2;SOS1;EPHA2;NCK1;MAPK3
Signaling by FGFR	12/91	2.8166828772506867E-14	2.861337605792466E-13	0	0	34.21346375143843	1067.4816712204502	SHC1;SRC;GAB1;PTPN11;GRB2;PIK3R1;PLCG1;SOS1;CBL;FGFR4;MAPK3;FGFR1
IRS-related Events Triggered by IGF1R	10/52	8.183434642088804E-14	8.213013321518041E-13	0	0	52.53439153439153	1583.0755234444878	IRS4;GAB1;PIK3R2;PTPN11;GRB2;PIK3R1;SOS1;FGFR4;IGF1R;FGFR1
Extra-nuclear Estrogen Signaling	11/75	1.0430178612954102E-13	1.0343260457846151E-12	0	0	38.30688202247191	1145.0497007727627	HSP90AA1;SHC1;SRC;CAV1;PIK3R3;PIK3R2;PIK3R1;EGFR;PTK2;IGF1R;MAPK3
Cellular Senescence	14/167	1.095008512687509E-13	1.0731083424337589E-12	0	0	21.01063991488068	627.0172508230692	RB1;MAP2K3;CDKN1A;CDKN2B;CDKN2C;STAT3;MAPK14;RELA;CDK6;CCNE1;SP1;MDM4;MAP2K6;MAPK3
Insulin Receptor Signalling Cascade	10/54	1.227792687113897E-13	1.1892457074021818E-12	0	0	50.14141414141414	1490.6234252459578	SHC1;GAB1;PIK3R2;PTPN11;GRB2;PIK3R1;SOS1;FGFR4;MAPK3;FGFR1
