Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)	6/50	3.7657024505551385E-5	9.014150241016363E-4	0	0	10.922394678492239	111.26633680453334	PDGFRA;FLT1;ERBB4;KIT;ROS1;MET
Retinal Dehydrogenase Activity (GO:0001758)	3/7	6.66427521440923E-5	0.0015014220041874914	0	0	59.46987951807229	571.8721301036412	ALDH1A3;AKR1B10;ALDH1A1
Transmembrane Receptor Protein Kinase Activity (GO:0019199)	5/37	9.569253717818798E-5	0.002036124541069222	0	0	12.472165991902834	115.42204183326052	PDGFRA;FLT1;ERBB4;KIT;ROS1
DNA Endonuclease Activity (GO:0004520)	4/21	1.2441596639458912E-4	0.002507963954164612	0	0	18.72011385199241	168.32901806739045	APEX1;ERCC1;RPS3;ERCC5
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)	11/228	1.5714704300285055E-4	0.003009365873504588	0	0	4.108094154540414	35.98003857161336	NFKBIA;HDAC2;PARP1;KDM1A;CDKN2A;DNMT3A;CTNNB1;EP300;ARNT;PPARG;TP53
Kinase Activator Activity (GO:0019209)	5/44	2.2190523776770803E-4	0.0040471288602396275	0	0	10.229938752205959	86.06713577616064	STK11;MAP2K1;EPO;AKT1;IL2
Transition Metal Ion Binding (GO:0046914)	16/456	2.3391121638739629E-4	0.0040721816307442175	0	0	2.975038520801233	24.873014627774282	KDM4A;KDM4C;PARP1;GLO1;TYR;MMP8;JMJD6;GRIN2A;QPCT;ACER3;ABL1;MDM2;PPARG;MTPAP;TP53;KDM7A
DNA-binding Transcription Factor Binding (GO:0140297)	12/282	2.5616212365722724E-4	0.004265656233074697	0	0	3.607037037037037	29.82911425153902	HDAC2;PARP1;KDM1A;DNMT3A;RPS3;E2F1;CTNNB1;EP300;ARNT;PPARG;TP53;PPARD
Cytokine Receptor Binding (GO:0005126)	7/100	2.74307829466463E-4	0.004377495778568973	0	0	6.038402457757297	49.52250622790727	IFNA5;CSF3;IL1RN;SYK;EPO;IFNB1;IL2
NF-kappaB Binding (GO:0051059)	4/26	2.957756212046458E-4	0.004458136936966658	0	0	14.461876832844574	117.515901296309	NFKBIA;HDAC2;CDKN2A;EP300
Death Receptor Activity (GO:0005035)	3/11	3.0264114976797155E-4	0.004458136936966658	0	0	29.728915662650603	240.89229706019236	NGFR;TNFRSF19;FAS
DNA Binding (GO:0003677)	23/846	4.634399562682901E-4	0.006573981601879819	0	0	2.309555519003327	17.730073699289864	SUZ12;HDAC2;PARP1;DNMT3A;PAX4;ARNT;PAX6;BRCA2;HOXB13;DRAP1;TERT;APEX1;ERCC1;ERCC2;RPS3;ZNF438;E2F1;EP300;PPARG;ERCC5;JUNB;TP53;PPARD
Phosphatase Binding (GO:0019902)	7/112	5.464996971596791E-4	0.0074753351432913255	0	0	5.345034013605442	40.151771529430086	LGALS3;STX17;MAPK1;CTNNB1;ROS1;MET;MAP3K5
Protein Phosphatase Binding (GO:0019903)	7/115	6.402267497410336E-4	0.008288316476568856	0	0	5.195767195767195	38.20805164670039	LGALS3;STX17;CTNNB1;ROS1;TP53;MET;MAP3K5
MAP Kinase Kinase Activity (GO:0004708)	3/14	6.492153898095709E-4	0.008288316476568856	0	0	21.61774370208105	158.66874822951655	MAP2K1;MAP2K2;MAP3K9
Telomeric DNA Binding (GO:0042162)	4/33	7.555115121659241E-4	0.009334222876114483	0	0	10.967185761957731	78.83339838976894	KDM1A;TERT;APEX1;POT1
DNA Nuclease Activity (GO:0004536)	3/15	8.039913484827756E-4	0.00962277145215322	0	0	19.815261044176708	141.2020055900442	APEX1;RPS3;ERCC5
Chemoattractant Activity (GO:0042056)	4/35	9.478612176406096E-4	0.011000934738071316	0	0	10.258584807492195	71.41311167005438	BMP4;LGALS3;VEGFC;S100A4
GTP Binding (GO:0005525)	9/201	0.0010503195075281058	0.011831540334801898	0	0	3.7723765432098766	25.873451377091353	NRAS;ARL5B;GNAQ;GNA11;MX2;RAC2;ARL2;RAC1;HRAS
Zinc Ion Binding (GO:0008270)	12/341	0.0013627768739151265	0.01491267264884267	0	0	2.951215805471125	19.47280314863937	KDM4A;GRIN2A;KDM4C;PARP1;QPCT;GLO1;ACER3;MDM2;PPARG;MMP8;TP53;KDM7A
Telomerase Activity (GO:0003720)	2/5	0.00154217700622151	0.015543520878495745	0	0	52.653333333333336	340.90717747156407	TERT;PTEN
RNA-directed DNA Polymerase Activity (GO:0003964)	2/5	0.00154217700622151	0.015543520878495745	0	0	52.653333333333336	340.90717747156407	TERT;PTEN
Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Another Compound As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016716)	2/5	0.00154217700622151	0.015543520878495745	0	0	52.653333333333336	340.90717747156407	TYRP1;TYR
Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, NAD Or NADP As Acceptor (GO:0016620)	3/20	0.0019228441068388843	0.018641885300187618	0	0	13.983699503897945	87.45335588117806	ALDH1A3;AKR1B10;ALDH1A1
Protein Kinase Regulator Activity (GO:0019887)	6/103	0.0019469331906201168	0.018641885300187618	0	0	4.941161679658034	30.840259967360083	CDKN1C;STK11;MAP2K1;EPO;CDK4;AKT1
Guanyl Ribonucleotide Binding (GO:0032561)	9/226	0.002350514294989069	0.021957243292214962	0	0	3.333504010923366	20.178103551587547	NRAS;ARL5B;GNAQ;GNA11;MX2;RAC2;ARL2;RAC1;HRAS
Disordered Domain Specific Binding (GO:0097718)	3/23	0.0029051390574884074	0.026272874179351004	0	0	11.88433734939759	69.41967102174789	MDM2;TP53;HSPA1A
ATP Binding (GO:0005524)	10/279	0.0029496960566895384	0.026272874179351004	0	0	2.9922578266613415	17.433053123374357	ACVR1;RTEL1;STK11;MYO1B;AKT3;ABL1;AKT1;MTPAP;HSPA1A;MAP3K5
NMDA Glutamate Receptor Activity (GO:0004972)	2/7	0.003185018241156392	0.02743958499067001	0	0	31.5888	181.61340137408638	GRIN2A;PTK2B
Amyloid-Beta Binding (GO:0001540)	5/79	0.003223972126841124	0.02743958499067001	0	0	5.381879855564066	30.87660411405826	NGFR;GRIN2A;CLU;TLR4;AGER
Nuclear Androgen Receptor Binding (GO:0050681)	3/25	0.003703634430246325	0.030836782321398748	0	0	10.802847754654984	60.47910214593201	KDM4C;KDM1A;EP300
Tumor Necrosis Factor Receptor Activity (GO:0005031)	2/8	0.004211484320498432	0.034319116909593606	0	0	26.322666666666667	143.98341055057892	TNFRSF19;FAS
Heme Binding (GO:0020037)	5/87	0.00487457328482612	0.03889503266850842	0	0	4.854843487706132	25.845840527448704	CBS;CAT;CYP1B1;SDHD;PTGS2
Protein Kinase Activator Activity (GO:0030295)	5/88	0.005116256797781503	0.03955152572841566	0	0	4.7961075069508805	25.301060373243658	STK11;MAP2K1;MAP2K2;EPO;AKT1
Interleukin-1 Binding (GO:0019966)	2/9	0.0053699199422392015	0.03955152572841566	0	0	22.56114285714286	117.92579146047959	IL1RN;IL1RAPL1
STAT Family Protein Binding (GO:0097677)	2/9	0.0053699199422392015	0.03955152572841566	0	0	22.56114285714286	117.92579146047959	EP300;PPARG
Oxidized Purine DNA Binding (GO:0032357)	2/9	0.0053699199422392015	0.03955152572841566	0	0	22.56114285714286	117.92579146047959	RPS3;POT1
Adenyl Ribonucleotide Binding (GO:0032559)	10/309	0.006014114199741339	0.04346048563209307	0	0	2.687885237292352	13.744894144804553	ACVR1;RTEL1;STK11;MYO1B;AKT3;ABL1;AKT1;MTPAP;HSPA1A;MAP3K5
Endonuclease Activity (GO:0004519)	4/58	0.006129958721680063	0.043477299822286375	0	0	5.882317801672641	29.96786370224141	RNASET2;APEX1;RPS3;ERCC5
GTPase Activity (GO:0003924)	9/265	0.006633130582127339	0.043958252368048345	0	0	2.8200231481481484	14.144329197011672	NRAS;GNAQ;GNA11;MX2;RAC2;ARL2;RAC1;HRAS;RAP1GAP
JUN Kinase Kinase Kinase Activity (GO:0004706)	2/10	0.006656863282889827	0.043958252368048345	0	0	19.74	98.93898988858359	MAP3K9;MAP3K5
MAP-kinase Scaffold Activity (GO:0005078)	2/10	0.006656863282889827	0.043958252368048345	0	0	19.74	98.93898988858359	MAP2K1;MAP2K2
Platelet-Derived Growth Factor Binding (GO:0048407)	2/10	0.006656863282889827	0.043958252368048345	0	0	19.74	98.93898988858359	PDGFRA;COL2A1
Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	9/270	0.0074579343904336475	0.04841337070400147	0	0	2.7652901944089683	13.545709847289814	NRAS;GNAQ;GNA11;MX2;RAC2;ARL2;RAC1;HRAS;RAP1GAP
DNA-(apurinic Or Apyrimidinic Site) Endonuclease Activity (GO:0003906)	2/11	0.00806891819231772	0.05150659446096145	0	0	17.54577777777778	84.5660143240345	APEX1;RPS3
G Protein-Coupled Receptor Binding (GO:0001664)	6/140	0.008711537418633963	0.05469703002191488	0	0	3.570076447033127	16.933254557168492	POMC;GNAQ;GNA11;NPPA;GPHA2;HSPA1A
Transcription Coactivator Binding (GO:0001223)	3/34	0.008867492664951227	0.05477822081736	0	0	7.663039253789351	36.21064367851891	TERT;EP300;PPARD
Hsp90 Protein Binding (GO:0051879)	3/35	0.009609960274081666	0.05842245690433775	0	0	7.423192771084337	34.48039778707449	STIP1;RPS3;HDAC6
Phosphatidylinositol-3,4,5-Trisphosphate Binding (GO:0005547)	3/36	0.010387604990490434	0.062163323614966196	0	0	7.197882438846294	32.87375128003302	MYO1B;AKT1;GAB2
Kinase Activity (GO:0016301)	5/106	0.011039930766509306	0.06505066897804715	0	0	3.9377480258147273	17.74442391835966	SYK;PIK3CA;TRRAP;AKT1;PKMYT1
Phosphatidylinositol Phosphate Kinase Activity (GO:0016307)	2/13	0.011255099933220367	0.06531368597611212	0	0	14.354181818181818	64.40626537503688	PIK3CA;PIP4K2A
Tau Protein Binding (GO:0048156)	3/39	0.012934429640506291	0.07228571635919176	0	0	6.597054886211513	28.683087936754752	EP300;CLU;HDAC6
Aldehyde Dehydrogenase (NAD+) Activity (GO:0004029)	2/14	0.013022753077765617	0.07228571635919176	0	0	13.157333333333334	57.116736792207135	ALDH1A3;ALDH1A1
Aldehyde Dehydrogenase [NAD(P)+] Activity (GO:0004030)	2/14	0.013022753077765617	0.07228571635919176	0	0	13.157333333333334	57.116736792207135	ALDH1A3;ALDH1A1
Small GTPase Binding (GO:0031267)	7/199	0.013304503454250601	0.07279464032825686	0	0	2.9101190476190477	12.570703588231636	USP6NL;NGFR;BRAF;RIN1;RAF1;NDRG1;RAP1GAP
Nuclear Receptor Binding (GO:0016922)	5/115	0.015276534707098093	0.08240722243406437	0	0	3.6139124033860877	15.111348148284629	KDM4C;KDM1A;EP300;CTNNB1;PRAME
Transcription Corepressor Binding (GO:0001222)	3/42	0.01580685151351059	0.08293183739280213	0	0	6.0886623416743895	25.251581132297556	SUZ12;CTNNB1;HDAC6
Promoter-Specific Chromatin Binding (GO:1990841)	3/42	0.01580685151351059	0.08293183739280213	0	0	6.0886623416743895	25.251581132297556	KDM1A;SETDB1;TP53
Transmembrane Receptor Protein Phosphatase Activity (GO:0019198)	2/16	0.01689146179951325	0.08512407722649441	0	0	11.276571428571428	46.01909038324504	PTPRO;PTPRK
Transmembrane Receptor Protein Tyrosine Phosphatase Activity (GO:0005001)	2/16	0.01689146179951325	0.08512407722649441	0	0	11.276571428571428	46.01909038324504	PTPRO;PTPRK
Ionotropic Glutamate Receptor Activity (GO:0004970)	2/16	0.01689146179951325	0.08512407722649441	0	0	11.276571428571428	46.01909038324504	GRIN2A;PTK2B
Neuropeptide Receptor Binding (GO:0071855)	2/17	0.018986409051585135	0.09322813675329625	0	0	10.524266666666668	41.71852846292799	ASIP;NPPA
Nuclear Retinoic Acid Receptor Binding (GO:0042974)	2/17	0.018986409051585135	0.09322813675329625	0	0	10.524266666666668	41.71852846292799	PPARG;PRAME
Cadherin Binding (GO:0045296)	9/319	0.020245093733583554	0.09815026455648736	0	0	2.322341696535245	9.056767543319785	ACVR1;MYO1B;FASN;BSG;PTPRO;CTNNB1;BZW1;NDRG1;HSPA1A
Chromatin DNA Binding (GO:0031490)	4/83	0.020832764153745312	0.09894685412908484	0	0	4.015720702327481	15.545771755852853	SUZ12;HDAC2;APEX1;EP300
Protease Binding (GO:0002020)	5/125	0.021123986791386547	0.09894685412908484	0	0	3.3110661268556005	12.771927910039508	PTEN;F2RL1;BRCA2;TNF;TP53
Histone Deacetylase Activity (GO:0004407)	2/18	0.02118444396497378	0.09894685412908484	0	0	9.866	38.02838000784799	HDAC2;HDAC6
MAP Kinase Kinase Kinase Activity (GO:0004709)	2/19	0.023482657812670876	0.10706973740777316	0	0	9.285176470588235	34.8332754215896	MAP3K9;MAP3K5
R-SMAD Binding (GO:0070412)	2/19	0.023482657812670876	0.10706973740777316	0	0	9.285176470588235	34.8332754215896	PAX6;PPARG
Transcription Regulatory Region Nucleic Acid Binding (GO:0001067)	7/224	0.023768941444623565	0.10710005380342148	0	0	2.571560236998025	9.616029428915683	RFX6;ERBB4;PAX6;PPARG;TP53;TNF;NFKB1
GTPase Binding (GO:0051020)	7/225	0.024278970516502272	0.10812611288163221	0	0	2.5596330275229358	9.51708601148224	USP6NL;NGFR;BRAF;RIN1;RAF1;NDRG1;RAP1GAP
Histone H4 Acetyltransferase Activity (GO:0010485)	2/20	0.02587819829062754	0.11012611050344831	0	0	8.768888888888888	32.04462795378348	EP300;BRCA2
Actinin Binding (GO:0042805)	2/20	0.02587819829062754	0.11012611050344831	0	0	8.768888888888888	32.04462795378348	PPARG;NFKB1
Pyridoxal Phosphate Binding (GO:0030170)	2/20	0.02587819829062754	0.11012611050344831	0	0	8.768888888888888	32.04462795378348	CBS;CTH
Solute:Proton Symporter Activity (GO:0015295)	2/20	0.02587819829062754	0.11012611050344831	0	0	8.768888888888888	32.04462795378348	SLC15A2;SLC17A5
Telomerase RNA Binding (GO:0070034)	2/21	0.028368268569611544	0.11939611936440903	0	0	8.306947368421053	29.593367606790302	TERT;PTEN
Metal Ion Binding (GO:0046872)	12/521	0.03312568556618785	0.13139668134626528	0	0	1.8898821218074655	6.439671840652771	SYT4;STK11;APEX1;ACER3;ABL1;BRAF;CAPN1;MTPAP;CLU;DSC1;MAP3K5;FBN1
Growth Factor Receptor Binding (GO:0070851)	4/96	0.033235524659423574	0.13139668134626528	0	0	3.4460028050490883	11.730662050596996	PDGFRA;CSF3;ERBB4;IL2
Single-Stranded DNA Binding (GO:0003697)	4/96	0.033235524659423574	0.13139668134626528	0	0	3.4460028050490883	11.730662050596996	ERCC1;POT1;ERCC5;BRCA2
Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Linear Amides (GO:0016811)	3/56	0.03359450744865479	0.13139668134626528	0	0	4.477153898613321	15.192741330209	HDAC2;ACER3;HDAC6
Iron Ion Binding (GO:0005506)	3/56	0.03359450744865479	0.13139668134626528	0	0	4.477153898613321	15.192741330209	FTO;KDM7A;JMJD6
Cyclin-Dependent Protein Kinase Activity (GO:0097472)	2/23	0.033621082955441244	0.13139668134626528	0	0	7.515047619047619	25.495565130651574	CDK4;CDK2
Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0004693)	2/23	0.033621082955441244	0.13139668134626528	0	0	7.515047619047619	25.495565130651574	CDK4;CDK2
Histone Deacetylase Binding (GO:0042826)	4/99	0.03659510487932634	0.14064948025100713	0	0	3.336672325976231	11.037180836028885	HDAC2;TP53;HDAC6;HSPA1A
Nuclease Activity (GO:0004518)	3/58	0.036723101893213345	0.14064948025100713	0	0	4.313910186199343	14.254665856332604	RNASET2;APEX1;ERCC5
Sequence-Specific Double-Stranded DNA Binding (GO:1990837)	15/715	0.037851259795317505	0.14353497526343173	0	0	1.722242314647378	5.6387780893494375	PAX4;ARNT;PAX6;HOXD12;HOXB13;TNF;NFKB1;HOXA9;RFX6;ERBB4;E2F1;PPARG;JUNB;TP53;PPARD
Transcription Cis-Regulatory Region Binding (GO:0000976)	11/474	0.03854024686065131	0.14365269462096697	0	0	1.9011408547897082	6.19021388310215	DRAP1;RFX6;ERBB4;RPS3;E2F1;ARNT;PAX6;PPARG;TP53;TNF;NFKB1
Sequence-Specific DNA Binding (GO:0043565)	15/717	0.0386324479006778	0.14365269462096697	0	0	1.7171553247502616	5.5870442928284465	HDAC2;KDM1A;PAX4;ARNT;PAX6;HOXD12;HOXB13;HOXA9;TERT;ZNF438;E2F1;POT1;PPARG;JUNB;PPARD
Phosphatidylinositol-3,4-Bisphosphate Binding (GO:0043325)	2/25	0.03921980055634408	0.14443445781807482	0	0	6.860869565217391	22.21943065918508	AKT1;GAB2
Neuropeptide Activity (GO:0160041)	2/26	0.04214244417240542	0.15226939733991768	0	0	6.574666666666666	20.819996085493898	ASIP;NPPA
Neuropeptide Hormone Activity (GO:0005184)	2/26	0.04214244417240542	0.15226939733991768	0	0	6.574666666666666	20.819996085493898	ASIP;NPPA
Nucleosome Binding (GO:0031491)	3/62	0.043411357283874026	0.1553883162591005	0	0	4.020624872370839	12.61283766382544	MLLT10;HDAC2;PARP1
Histone Acetyltransferase Activity (GO:0004402)	2/27	0.04514395011100822	0.15576696299564097	0	0	6.31136	19.55195585424899	EP300;BRCA2
Tumor Necrosis Factor Receptor Superfamily Binding (GO:0032813)	2/27	0.04514395011100822	0.15576696299564097	0	0	6.31136	19.55195585424899	EDA;TNF
Voltage-Gated Monoatomic Ion Channel Activity (GO:0005244)	2/27	0.04514395011100822	0.15576696299564097	0	0	6.31136	19.55195585424899	GRIN2A;PTK2B
Protein Phosphatase Inhibitor Activity (GO:0004864)	2/27	0.04514395011100822	0.15576696299564097	0	0	6.31136	19.55195585424899	LGALS3;PPP1R14B
RNA Endonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016891)	2/28	0.048221884441303965	0.1649016226876734	0	0	6.068307692307692	18.398758945057065	APEX1;RPP38
GTPase Activator Activity (GO:0005096)	6/211	0.05135800093094485	0.17109729562082576	0	0	2.3251635930993455	6.90325850977638	USP6NL;GNAQ;ALDH1A1;NF1;SIPA1;RAP1GAP
Gamma-Tubulin Binding (GO:0043015)	2/29	0.051373861609386326	0.17109729562082576	0	0	5.843259259259259	17.3464499878289	BRCA2;NDRG1
Hydrolase Activity, Hydrolyzing O-glycosyl Compounds (GO:0004553)	2/29	0.051373861609386326	0.17109729562082576	0	0	5.843259259259259	17.3464499878289	ACER3;HPSE
Methylation-Dependent Protein Binding (GO:0140034)	3/68	0.05449591946753124	0.1787252924356066	0	0	3.6483781278962	10.615428453949534	SUZ12;KDM4A;KDM7A
General Transcription Initiation Factor Binding (GO:0140296)	2/30	0.054597543642208805	0.1787252924356066	0	0	5.634285714285714	16.383186606197004	DRAP1;TP53
Adenyl Nucleotide Binding (GO:0030554)	2/31	0.057890639275392446	0.18528155581075956	0	0	5.439724137931035	15.49885971833384	ALDH1A1;CAT
Methylated Histone Binding (GO:0035064)	3/71	0.060496770471859744	0.18528155581075956	0	0	3.486888731396173	9.781299260327946	SUZ12;KDM4A;KDM7A
Supercoiled DNA Binding (GO:0097100)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	RPS3
C3HC4-type RING Finger Domain Binding (GO:0055131)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	HSPA1A
DNA-methyltransferase Activity (GO:0009008)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	DNMT3A
LBD Domain Binding (GO:0050693)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	PPARG
N-acylsphingosine Amidohydrolase Activity (GO:0017040)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	ACER3
[Heparan Sulfate]-Glucosamine 3-Sulfotransferase 1 Activity (GO:0008467)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	HS3ST6
Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity (GO:0046934)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	PIK3CA
Carnitine O-acyltransferase Activity (GO:0016406)	1/5	0.061438009368058655	0.18528155581075956	0	0	19.665338645418327	54.860918125906096	CPT1C
DNA Secondary Structure Binding (GO:0000217)	2/33	0.06467613537612975	0.1908924726148457	0	0	5.088258064516129	13.933497597784118	XRCC3;ERCC5
Hormone Activity (GO:0005179)	3/74	0.06679275866409452	0.1908924726148457	0	0	3.3390463261496692	9.035995634603138	POMC;NPPA;ASIP
Kinase Binding (GO:0019900)	10/460	0.06705098152545692	0.1908924726148457	0	0	1.7720844811753902	4.788707491967718	PARP1;CDKN2A;CHEK2;RPS3;CTNNB1;FAS;PAX6;PTPRK;RAC1;AURKA
Double-Stranded DNA Binding (GO:0003690)	13/650	0.06881287912145596	0.1908924726148457	0	0	1.6318845529843737	4.367517649130029	PAX4;ARNT;PAX6;HOXD12;HOXB13;HOXA9;APEX1;RPS3;E2F1;PPARG;ERCC5;JUNB;PPARD
Protein Tyrosine Phosphatase Activity (GO:0004725)	3/76	0.0711497472524605	0.1908924726148457	0	0	3.2472355174121144	8.582341206592298	PTPRO;PTEN;PTPRK
Inorganic Cation Transmembrane Transporter Activity (GO:0022890)	2/35	0.07171292483927083	0.1908924726148457	0	0	4.779393939393939	12.594105860902776	GRIN2A;PTK2B
Core Promoter Sequence-Specific DNA Binding (GO:0001046)	2/35	0.07171292483927083	0.1908924726148457	0	0	4.779393939393939	12.594105860902776	DRAP1;TP53
1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity (GO:0035005)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	PIK3CA
1-Phosphatidylinositol-4-Phosphate 5-Kinase Activity (GO:0016308)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	PIP4K2A
DEAD/H-box RNA Helicase Binding (GO:0017151)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	POT1
Icosatetraenoic Acid Binding (GO:0050543)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	PPARG
Vascular Endothelial Growth Factor Receptor Activity (GO:0005021)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	PDGFRA
MHC Class II Protein Binding (GO:0042289)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	COL2A1
NEDD8 Transferase Activity (GO:0019788)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	MDM2
Aminophospholipid Flippase Activity (GO:0015247)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	TMEM30B
Arachidonic Acid Binding (GO:0050544)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	PPARG
Phosphatidylinositol Trisphosphate Phosphatase Activity (GO:0034594)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	PTEN
Carbohydrate:Proton Symporter Activity (GO:0005351)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	SLC45A2
Retinol Binding (GO:0019841)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	E2F1
Ether Hydrolase Activity (GO:0016803)	1/6	0.07326682369290423	0.1908924726148457	0	0	15.731474103585658	41.11652611319615	EPHX3
