Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Apoptosis	21/142	9.332004316735775E-17	1.3888218189024419E-15	0	0	14.746055597295268	544.284237408182	NGFR;MAP2K1;MAP2K2;PARP1;FASLG;TNF;NFKB1;NFKBIA;NRAS;CASP8;PIK3CA;AKT3;AKT1;MAPK1;FAS;ATM;CAPN1;RAF1;TP53;HRAS;MAP3K5
Ras signaling pathway	25/232	2.259685350680212E-16	3.1761132984560754E-15	0	0	10.396582178807806	374.5486825698457	FLT1;FASLG;GRIN2A;NRAS;AKT3;RAC2;ABL1;AKT1;MAPK1;RAC1;HRAS;NGFR;PDGFRA;MAP2K1;MAP2K2;VEGFC;GAB2;NFKB1;PIK3CA;KIT;RASA2;NF1;RIN1;RAF1;MET
Rap1 signaling pathway	24/210	2.389028473643256E-16	3.1811800201670726E-15	0	0	11.070741369552914	398.2198223546726	NGFR;PDGFRA;MAP2K1;MAP2K2;FLT1;VEGFC;BRAF;RAP1GAP;GRIN2A;NRAS;PLCB4;PIK3CA;GNAQ;AKT3;KIT;RAC2;AKT1;CTNNB1;MAPK1;RAC1;RAF1;HRAS;MET;SIPA1
Influenza A	22/172	3.9982189251508397E-16	4.950822976986492E-15	0	0	12.49727536231884	443.0973027578857	IFNA5;MAP2K1;MAP2K2;IFNA1;IFNB1;MX2;FASLG;TNF;NFKB1;NFKBIA;CASP8;IFNG;PIK3CA;CDK4;AKT3;AKT1;EP300;MAPK1;FAS;RAF1;TLR4;HLA-DQA1
Lipid and atherosclerosis	24/215	4.1093787556014357E-16	4.950822976986492E-15	0	0	10.778175806007164	381.85017845113015	IFNA5;CD40;IFNA1;IFNB1;FASLG;TNF;AGER;NFKB1;NFKBIA;NRAS;PLCB4;CASP8;PIK3CA;AKT3;AKT1;FAS;MAPK1;PPARG;RAC1;TP53;HRAS;TLR4;HSPA1A;MAP3K5
Neurotrophin signaling pathway	19/119	6.534022572066362E-16	7.187424829272997E-15	0	0	16.021974248927037	560.1977346054257	NGFR;MAP2K1;MAP2K2;BRAF;FASLG;NFKB1;NFKBIA;NRAS;PIK3CA;AKT3;ABL1;AKT1;MAPK1;RAC1;RAF1;NFKBIE;TP53;HRAS;MAP3K5
Sphingolipid signaling pathway	19/119	6.534022572066362E-16	7.187424829272997E-15	0	0	16.021974248927037	560.1977346054257	MAP2K1;MAP2K2;PTEN;GAB2;TNF;NFKB1;NRAS;PLCB4;PIK3CA;GNAQ;AKT3;RAC2;AKT1;MAPK1;RAC1;RAF1;TP53;HRAS;MAP3K5
MAPK signaling pathway	27/294	7.788966399359538E-16	8.210868745991512E-15	0	0	8.755505617977528	304.5922495836817	FLT1;FASLG;TNF;NRAS;ERBB4;AKT3;RAC2;AKT1;MAPK1;RAC1;HRAS;MAP3K5;NGFR;PDGFRA;MAP2K1;MAP2K2;VEGFC;BRAF;NFKB1;KIT;RASA2;NF1;FAS;RAF1;TP53;MET;HSPA1A
Fc epsilon RI signaling pathway	15/68	5.16139055649458E-15	5.2233272431725145E-14	0	0	23.519226176259853	773.7253980410389	MAP2K1;CSF2;MAP2K2;SYK;GAB2;TNF;NRAS;PIK3CA;AKT3;RAC2;AKT1;MAPK1;RAC1;RAF1;HRAS
Cellular senescence	20/156	8.734228311818853E-15	8.499076011116037E-14	0	0	12.431541582150102	402.42798148703514	MAP2K1;MAP2K2;CDKN2A;PTEN;NFKB1;NRAS;PIK3CA;CDK4;CHEK2;AKT3;CDK2;MDM2;E2F1;AKT1;MAPK1;ATM;CAPN1;RAF1;TP53;HRAS
Melanogenesis	17/101	9.217118286230869E-15	8.636781208949665E-14	0	0	16.934549138804456	547.2859150501174	MAP2K1;MAP2K2;ASIP;TYRP1;MITF;TYR;POMC;NRAS;MC1R;PLCB4;GNAQ;KIT;EP300;MAPK1;CTNNB1;RAF1;HRAS
Chagas disease	17/102	1.093764208378197E-14	9.882940882845853E-14	0	0	16.734468085106382	537.9556853296942	IFNB1;FASLG;TNF;IL2;NFKB1;NFKBIA;CASP8;PLCB4;IFNG;PIK3CA;GNAQ;GNA11;AKT3;AKT1;MAPK1;FAS;TLR4
Epstein-Barr virus infection	22/202	1.2220668547123048E-14	1.0661479801455624E-13	0	0	10.398454106280193	333.12121272078684	IFNA5;CD40;HDAC2;IFNA1;SYK;IFNB1;TNF;NFKB1;NFKBIA;CASP8;PIK3CA;CDK4;AKT3;CDK2;MDM2;E2F1;AKT1;FAS;RAC1;NFKBIE;TP53;HLA-DQA1
Non-small cell lung cancer	15/72	1.2855071845939352E-14	1.0841110590075521E-13	0	0	21.864312680435265	699.3308711680256	MAP2K1;MAP2K2;CDKN2A;BRAF;NRAS;PIK3CA;CDK4;AKT3;E2F1;AKT1;MAPK1;RAF1;HRAS;MET;TP53
Toll-like receptor signaling pathway	17/104	1.5313375365288433E-14	1.2497690217477336E-13	0	0	16.34810467106872	520.0340227663856	IFNA5;MAP2K1;CD40;MAP2K2;IFNA1;IFNB1;TNF;NFKB1;NFKBIA;CASP8;PIK3CA;AKT3;SPP1;AKT1;MAPK1;RAC1;TLR4
Pancreatic cancer	15/76	3.022253926018004E-14	2.3894695102579843E-13	0	0	20.426437020128656	635.8788330996563	MAP2K1;CDKN2A;BRAF;BRCA2;NFKB1;PIK3CA;CDK4;AKT3;RAC2;E2F1;AKT1;MAPK1;RAC1;RAF1;TP53
Hepatocellular carcinoma	20/168	3.6977479684748706E-14	2.8349401091640677E-13	0	0	11.416589002795899	353.0975999329862	MAP2K1;MAP2K2;TERC;CDKN2A;GSTP1;PTEN;BRAF;NRAS;TERT;PIK3CA;CDK4;AKT3;E2F1;AKT1;MAPK1;CTNNB1;RAF1;TP53;HRAS;MET
FoxO signaling pathway	18/131	5.820026514410624E-14	4.3307844357231997E-13	0	0	13.366235534377127	407.3345106344715	MAP2K1;MAP2K2;PTEN;BRAF;FASLG;STK11;NRAS;PIK3CA;AKT3;CDK2;CAT;MDM2;AKT1;EP300;MAPK1;ATM;RAF1;HRAS
Bladder cancer	12/41	7.037154859947632E-14	5.086857655905003E-13	0	0	33.998275862068965	1029.637354494492	NRAS;MAP2K1;MAP2K2;CDKN2A;CDK4;E2F1;MDM2;MAPK1;BRAF;RAF1;HRAS;TP53
B cell receptor signaling pathway	15/81	8.19375116045782E-14	5.758386232210635E-13	0	0	18.874184886843114	568.7324062493403	MAP2K1;MAP2K2;SYK;NFKB1;NFKBIA;NRAS;PIK3CA;AKT3;RAC2;AKT1;MAPK1;RAC1;RAF1;NFKBIE;HRAS
Acute myeloid leukemia	14/67	9.564355735827417E-14	6.539951354498207E-13	0	0	21.85904550499445	655.2937025490437	MAP2K1;CSF2;MAP2K2;BRAF;NFKB1;NRAS;PIK3CA;AKT3;KIT;AKT1;MAPK1;RAF1;HRAS;PPARD
Renal cell carcinoma	14/69	1.4776017230805436E-13	9.837716735246777E-13	0	0	21.062032085561498	622.2395291856673	MAP2K1;MAP2K2;ARNT;BRAF;NRAS;PIK3CA;AKT3;AKT1;EP300;MAPK1;RAC1;RAF1;HRAS;MET
Measles	18/139	1.6652843170804526E-13	1.0723030061971135E-12	0	0	12.477431659249842	367.13108717400456	IFNA5;IFNA1;IFNB1;MX2;FASLG;IL2;NFKB1;NFKBIA;CASP8;PIK3CA;CDK4;AKT3;CDK2;AKT1;FAS;TP53;TLR4;HSPA1A
Proteoglycans in cancer	21/205	1.6953407212602583E-13	1.0723030061971135E-12	0	0	9.66600790513834	284.2359458783726	MAP2K1;MAP2K2;BRAF;FASLG;TNF;NRAS;PIK3CA;ERBB4;AKT3;MDM2;AKT1;CTNNB1;FAS;MAPK1;RAC1;HPSE;RAF1;TP53;HRAS;TLR4;MET
Central carbon metabolism in cancer	14/70	1.8264904947416308E-13	1.127078280901543E-12	0	0	20.68487394957983	606.712378448352	PDGFRA;MAP2K1;MAP2K2;PTEN;NRAS;PIK3CA;AKT3;KIT;AKT1;MAPK1;RAF1;HRAS;MET;TP53
Colorectal cancer	15/86	2.0725975118778E-13	1.2484932631073413E-12	0	0	17.540559814583705	512.2686035706885	MAP2K1;MAP2K2;DCC;BRAF;NRAS;PIK3CA;AKT3;RAC2;AKT1;MAPK1;CTNNB1;RAC1;RAF1;HRAS;TP53
Endometrial cancer	13/58	2.821989377933536E-13	1.6603797967841503E-12	0	0	23.81580660158066	688.1854561980173	MAP2K1;MAP2K2;PTEN;BRAF;NRAS;PIK3CA;AKT3;AKT1;MAPK1;CTNNB1;RAF1;HRAS;TP53
TNF signaling pathway	16/112	8.119256069749165E-13	4.66857224010577E-12	0	0	13.878531073446327	386.3695293560756	MAP2K1;CSF2;IFNB1;VEGFC;PTGS2;TNF;NFKB1;NFKBIA;CASP8;PIK3CA;AKT3;AKT1;MAPK1;FAS;JUNB;MAP3K5
GnRH secretion	13/64	1.098767859928132E-12	6.177517079151497E-12	0	0	21.007547788990074	578.4813077118102	MAP2K1;MAP2K2;NRAS;PLCB4;PIK3CA;GNA11;GNAQ;AKT3;SPP1;AKT1;MAPK1;RAF1;HRAS
Thyroid hormone signaling pathway	16/121	2.760097740906691E-12	1.51805375749868E-11	0	0	12.68313155770783	337.57112247019694	MAP2K1;HDAC2;MAP2K2;BMP4;NRAS;PLCB4;PIK3CA;AKT3;MDM2;AKT1;EP300;MAPK1;CTNNB1;RAF1;TP53;HRAS
C-type lectin receptor signaling pathway	15/104	3.712029541737179E-12	1.9981776043819285E-11	0	0	13.980230408192291	367.95186816459824	SYK;PTGS2;TNF;IL2;NFKB1;NFKBIA;NRAS;CASP8;PIK3CA;AKT3;MDM2;AKT1;MAPK1;RAF1;HRAS
Breast cancer	17/147	5.176324176522457E-12	2.7283542013753782E-11	0	0	10.916726677577742	283.69216756813074	MAP2K1;MAP2K2;PTEN;BRAF;BRCA2;NRAS;PIK3CA;CDK4;AKT3;KIT;E2F1;AKT1;MAPK1;CTNNB1;RAF1;TP53;HRAS
Osteoclast differentiation	16/127	5.892591323984687E-12	3.042501234628828E-11	0	0	11.993892197282028	310.1299717010189	MAP2K1;SYK;IFNB1;MITF;GAB2;TNF;NFKB1;NFKBIA;IFNG;PIK3CA;AKT3;AKT1;MAPK1;PPARG;RAC1;JUNB
Gastric cancer	17/149	6.45525104582639E-12	3.266357029188153E-11	0	0	10.75022566086396	276.99168181406344	MAP2K1;MAP2K2;TERC;BRAF;NRAS;TERT;PIK3CA;AKT3;CDK2;E2F1;AKT1;MAPK1;CTNNB1;RAF1;TP53;HRAS;MET
VEGF signaling pathway	12/59	8.163256810873821E-12	4.049615633629562E-11	0	0	20.958510638297874	535.0996554868315	MAP2K1;NRAS;MAP2K2;PIK3CA;AKT3;RAC2;AKT1;MAPK1;RAC1;RAF1;PTGS2;HRAS
MicroRNAs in cancer	23/310	1.017606926234652E-11	4.951049083410903E-11	0	0	6.810446875523028	172.37910034129018	PDGFRA;MAP2K1;HDAC2;MAP2K2;CDKN2A;DNMT3A;TNC;PTEN;PTGS2;NFKB1;NRAS;PIK3CA;ABL1;MDM2;E2F1;CYP1B1;EP300;MAPK1;ATM;RAF1;TP53;HRAS;MET
Focal adhesion	19/201	1.0490042461652161E-11	5.0075108354679185E-11	0	0	8.766542470405131	221.6234066386834	PDGFRA;MAP2K1;FLT1;TNC;PTEN;VEGFC;BRAF;COL2A1;PIK3CA;AKT3;RAC2;SPP1;AKT1;CTNNB1;MAPK1;RAC1;RAF1;HRAS;MET
Viral carcinogenesis	19/203	1.2492584060608678E-11	5.853006976544436E-11	0	0	8.670367605896622	217.67726002263205	HDAC2;SYK;CDKN2A;UBR4;NFKB1;HDAC6;NFKBIA;NRAS;CASP8;PIK3CA;CDK4;CDK2;RASA2;MDM2;EP300;MAPK1;RAC1;TP53;HRAS
Yersinia infection	16/137	1.909622875165195E-11	8.784265225759897E-11	0	0	10.997058411542232	271.4242298227193	MAP2K1;MAP2K2;IFNB1;TNF;IL2;NFKB1;NFKBIA;PIK3CA;GNAQ;AKT3;RAC2;AKT1;MAPK1;PTK2B;RAC1;TLR4
Phospholipase D signaling pathway	16/148	6.233038025960296E-11	2.8159975367284913E-10	0	0	10.074987159732922	236.74781282817304	PDGFRA;MAP2K1;MAP2K2;SYK;GAB2;GRM3;NRAS;PLCB4;PIK3CA;AKT3;KIT;AKT1;MAPK1;PTK2B;RAF1;HRAS
HIF-1 signaling pathway	14/109	9.802949415969606E-11	4.3511336881408954E-10	0	0	12.16904024767802	280.44469240869915	MAP2K1;MAP2K2;FLT1;EPO;ARNT;NFKB1;IFNG;PIK3CA;AKT3;NPPA;AKT1;EP300;MAPK1;TLR4
JAK-STAT signaling pathway	16/162	2.440029685044447E-10	1.0643577764073191E-9	0	0	9.102391455769677	201.47088269594474	IFNA5;PDGFRA;CSF3;CSF2;IFNA1;EPO;IFNB1;IL2;EPOR;IFNG;PIK3CA;AKT3;AKT1;EP300;RAF1;HRAS
Fluid shear stress and atherosclerosis	15/139	2.5688250768111926E-10	1.1015470244631046E-9	0	0	10.016333197223357	221.18469927322562	ACVR1;GSTP1;TNF;NFKB1;ASS1;BMP4;IFNG;PIK3CA;AKT3;RAC2;AKT1;CTNNB1;RAC1;TP53;MAP3K5
Growth hormone synthesis, secretion and action	14/119	3.2334347339417015E-10	1.3634316461454176E-9	0	0	11.004481792717087	240.47330320411834	MAP2K1;MAP2K2;NRAS;PLCB4;PIK3CA;GNAQ;GNA11;AKT3;AKT1;EP300;MAPK1;RAF1;JUNB;HRAS
Alzheimer disease	23/369	3.325709984401519E-10	1.3793518459894824E-9	0	0	5.632001413534594	122.91374361430677	MAP2K1;MAP2K2;BRAF;SDHD;PTGS2;TNF;AGER;NFKB1;GRIN2A;NRAS;PLCB4;CASP8;PIK3CA;GNAQ;AKT3;AKT1;CTNNB1;FAS;MAPK1;CAPN1;RAF1;HRAS;MAP3K5
AGE-RAGE signaling pathway in diabetic complications	13/100	3.9808248266961817E-10	1.6244333567002163E-9	0	0	12.292261818881354	266.0581632450014	VEGFC;TNF;AGER;NFKB1;NRAS;PLCB4;PIK3CA;CDK4;AKT3;AKT1;MAPK1;RAC1;HRAS
Thyroid cancer	9/37	6.345448972338983E-10	2.548251730161528E-9	0	0	26.084656084656086	552.4237959856613	NRAS;MAP2K1;MAP2K2;MAPK1;CTNNB1;BRAF;PPARG;HRAS;TP53
Long-term potentiation	11/67	7.046002721092363E-10	2.7853729506818247E-9	0	0	16.050088915234145	338.2297906899481	MAP2K1;GRIN2A;NRAS;MAP2K2;PLCB4;GNAQ;EP300;MAPK1;BRAF;RAF1;HRAS
ErbB signaling pathway	12/85	7.183910647361082E-10	2.7961990673574674E-9	0	0	13.476027397260275	283.72437564930027	MAP2K1;NRAS;MAP2K2;PIK3CA;ERBB4;AKT3;ABL1;AKT1;MAPK1;BRAF;RAF1;HRAS
Tuberculosis	16/180	1.16509818191651E-9	4.41343358330859E-9	0	0	8.095907399751963	166.53654319331753	IFNA5;IFNA1;SYK;VDR;IFNB1;TNF;NFKB1;CASP8;IFNG;AKT3;AKT1;EP300;MAPK1;RAF1;TLR4;HLA-DQA1
Cytokine-cytokine receptor interaction	20/295	1.168774901508599E-9	4.41343358330859E-9	0	0	6.104388714733543	125.55085340487791	ACVR1;IFNA5;NGFR;IL1RN;CD40;CSF3;CSF2;EDA;IFNA1;IFNB1;GDF15;EPO;TNFRSF19;FASLG;TNF;IL2;EPOR;BMP4;IFNG;FAS
Neutrophil extracellular trap formation	16/189	2.3784570666597517E-9	8.84925938036643E-9	0	0	7.671206035073969	152.32571024970582	MAP2K1;HDAC2;MAP2K2;SYK;AGER;NFKB1;HDAC6;PLCB4;PIK3CA;AKT3;RAC2;AKT1;MAPK1;RAC1;RAF1;TLR4
Chemokine signaling pathway	16/192	2.990296512938732E-9	1.0964420547442016E-8	0	0	7.539291217257319	147.9804034663166	MAP2K1;BRAF;NFKB1;NFKBIA;NRAS;PLCB4;PIK3CA;GNAQ;AKT3;RAC2;AKT1;MAPK1;PTK2B;RAC1;RAF1;HRAS
Long-term depression	10/60	3.6591572765543443E-9	1.3225239870974988E-8	0	0	16.279338842975207	316.2429730666231	MAP2K1;NRAS;MAP2K2;PLCB4;GNA11;GNAQ;MAPK1;BRAF;RAF1;HRAS
Signaling pathways regulating pluripotency of stem cells	14/143	3.7176700191801264E-9	1.324747204017707E-8	0	0	8.946192430460556	173.64710433210908	ACVR1;MAP2K1;MAP2K2;SETDB1;PAX6;BMP4;NRAS;PIK3CA;AKT3;AKT1;MAPK1;CTNNB1;RAF1;HRAS
Choline metabolism in cancer	12/98	3.838445859828863E-9	1.3487872257454199E-8	0	0	11.43139534883721	221.51984564422713	PDGFRA;MAP2K1;NRAS;MAP2K2;PIK3CA;AKT3;RAC2;AKT1;MAPK1;RAC1;RAF1;HRAS
Cell cycle	13/124	5.8780543284759686E-9	2.037188691923863E-8	0	0	9.622714764974178	182.37007538757317	CDKN1C;HDAC2;CDKN2A;PKMYT1;CDK4;CHEK2;CDK2;ABL1;MDM2;E2F1;EP300;ATM;TP53
Longevity regulating pathway	12/102	6.106079563053724E-9	2.0876190938548543E-8	0	0	10.921111111111111	206.56168709788346	STK11;HDAC2;NRAS;PIK3CA;AKT3;CAT;AKT1;PPARG;TP53;HRAS;NFKB1;HSPA1A
Relaxin signaling pathway	13/129	9.540305170171739E-9	3.218262944071267E-8	0	0	9.205598037801183	170.0065944529515	MAP2K1;MAP2K2;VEGFC;NFKB1;NFKBIA;NRAS;PLCB4;PIK3CA;AKT3;AKT1;MAPK1;RAF1;HRAS
Chemical carcinogenesis	17/239	1.047745968598054E-8	3.478985163815633E-8	0	0	6.362698869081848	116.90848088038679	MAP2K1;MAP2K2;VDR;GSTP1;EPHX3;ARNT;PTGS2;NFKB1;NRAS;PIK3CA;AKT3;E2F1;AKT1;CYP1B1;MAPK1;RAF1;HRAS
Cushing syndrome	14/155	1.0588215715960621E-8	3.478985163815633E-8	0	0	8.179808093450147	150.21010370497916	MAP2K1;MAP2K2;CDKN2A;ARNT;BRAF;POMC;PLCB4;CDK4;GNAQ;GNA11;CDK2;E2F1;MAPK1;CTNNB1
African trypanosomiasis	8/37	1.6004492178376837E-8	5.186583574963858E-8	0	0	22.293951384963258	400.18526452556176	PLCB4;IFNG;GNAQ;NPPA;F2RL1;FAS;FASLG;TNF
cAMP signaling pathway	16/216	1.6195260965302163E-8	5.186583574963858E-8	0	0	6.626440677966102	118.86871867428275	MAP2K1;MAP2K2;BRAF;NFKB1;NFKBIA;POMC;GRIN2A;PIK3CA;AKT3;NPPA;RAC2;AKT1;EP300;MAPK1;RAC1;RAF1
Prolactin signaling pathway	10/70	1.7242386377957262E-8	5.452904692028984E-8	0	0	13.559228650137742	242.38334980433012	MAP2K1;NRAS;MAP2K2;PIK3CA;AKT3;AKT1;MAPK1;RAF1;HRAS;NFKB1
Toxoplasmosis	12/112	1.7862791402977892E-8	5.5793657098190206E-8	0	0	9.824	175.26552370900177	NFKBIA;CD40;CASP8;IFNG;AKT3;AKT1;MAPK1;TNF;TLR4;HLA-DQA1;NFKB1;HSPA1A
Estrogen signaling pathway	13/137	1.9811642786809604E-8	6.11261661593028E-8	0	0	8.608179241463086	152.68324122526553	MAP2K1;MAP2K2;POMC;NRAS;PLCB4;PIK3CA;GNAQ;AKT3;AKT1;MAPK1;RAF1;HRAS;HSPA1A
Small cell lung cancer	11/92	2.2339920393271284E-8	6.809638384936909E-8	0	0	11.082270375493058	195.23514487924797	NFKBIA;PIK3CA;CDK4;AKT3;CDK2;PTEN;E2F1;AKT1;PTGS2;TP53;NFKB1
p53 signaling pathway	10/73	2.6126403182326093E-8	7.869023815629169E-8	0	0	12.91158336612882	225.44036976184634	CASP8;CDKN2A;CDK4;CHEK2;CDK2;PTEN;MDM2;FAS;ATM;TP53
Pathways of neurodegeneration	23/475	3.978303165557824E-8	1.184130236336623E-7	0	0	4.287668586003014	73.06112388937143	MAP2K1;MAP2K2;BRAF;FASLG;SDHD;PTGS2;TNF;AGER;NFKB1;GRIN2A;NRAS;PLCB4;CASP8;GNAQ;CAT;CTNNB1;FAS;MAPK1;RAC1;CAPN1;RAF1;HRAS;MAP3K5
mTOR signaling pathway	13/154	8.017786617753764E-8	2.3587209468508166E-7	0	0	7.563755601056411	123.58434150753841	MAP2K1;MAP2K2;PTEN;BRAF;TNF;STK11;NRAS;PIK3CA;AKT3;AKT1;MAPK1;RAF1;HRAS
Shigellosis	16/246	9.959247070936266E-8	2.896194837869972E-7	0	0	5.753279292557111	92.75540014786606	CSF2;IFNB1;TNF;NFKB1;NFKBIA;PLCB4;PIK3CA;AKT3;MDM2;AKT1;MAPK1;ATM;RAC1;CAPN1;TP53;TLR4
Salmonella infection	16/249	1.1763910885596081E-7	3.382124379608873E-7	0	0	5.678329817414709	90.6014107760547	MAP2K1;MAP2K2;TNF;NFKB1;NFKBIA;CASP8;PIK3CA;AKT3;RPS3;AKT1;CTNNB1;MAPK1;RAC1;RAF1;HRAS;TLR4
Gap junction	10/88	1.6087142755905273E-7	4.573086648588802E-7	0	0	10.420639966094512	163.0065319067764	PDGFRA;MAP2K1;NRAS;MAP2K2;PLCB4;GNA11;GNAQ;MAPK1;RAF1;HRAS
