Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Cell Population Proliferation (GO:0008285)	21/379	1.6066343675533392E-8	2.045499229006067E-6	0	0	4.9238191975622145	88.36551428187079	CDKN1C;MAP2K1;CDKN2A;GSTP1;PTEN;PTPRK;BMP4;STK11;IFNG;ERBB4;NF1;E2F1;CYP1B1;CTNNB1;PTK2B;PPARG;NF2;RAF1;TP53;HRAS;HSPA1A
Negative Regulation Of Programmed Cell Death (GO:0043069)	21/381	1.760032949590783E-8	2.1287598525300524E-6	0	0	4.895959595959596	87.41906342615829	HDAC2;GSTP1;GLO1;BRAF;NFKB1;IL2;BMP4;PRDX2;ERBB4;CAT;MDM2;AKT1;CTNNB1;FAS;PTK2B;PRAME;ERCC5;RAF1;TP53;MET;HSPA1A
Cellular Response To Reactive Oxygen Species (GO:0034614)	10/73	2.6126403182326093E-8	3.009512823716515E-6	0	0	12.91158336612882	225.44036976184634	PDGFRA;RPS3;AKT1;CYP1B1;MAPK1;ATM;PTPRK;CLU;HDAC6;MAP3K5
Cellular Response To Oxidative Stress (GO:0034599)	12/117	2.9319652978305123E-8	3.2238291161145495E-6	0	0	9.353809523809524	162.2418991096221	PDGFRA;PRDX2;PARP1;ABL1;RPS3;AKT1;ARNT;MAPK1;ATM;PTPRK;TP53;HSPA1A
Negative Regulation Of Apoptotic Process (GO:0043066)	23/482	5.1921761241138197E-8	5.460814801839709E-6	0	0	4.220747590642273	70.79682722955887	HDAC2;GSTP1;GLO1;BRAF;TNF;CLU;NFKB1;IL2;BMP4;PRDX2;PIK3CA;ERBB4;CAT;MDM2;AKT1;CTNNB1;FAS;PTK2B;PRAME;ERCC5;RAF1;TP53;HSPA1A
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	33/938	9.772617086607731E-8	9.525035679056575E-6	0	0	3.1374101263906757	50.641239434784566	CD40;CSF3;HDAC2;KDM1A;TNF;ABL1;E2F1;EP300;JUNB;HRAS;ACVR1;PARP1;IFNB1;ARNT;PAX6;MITF;NFKB1;JMJD6;BMP4;NFKBIA;POMC;MLLT10;MC1R;RFX6;APEX1;CTNNB1;F2RL1;ATM;PPARG;TP53;TLR4;MET;PPARD
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	16/246	9.959247070936266E-8	9.525035679056575E-6	0	0	5.753279292557111	92.75540014786606	CD40;CSF3;EDA;KDM1A;PTEN;CLU;TNF;AGER;KIT;RPS3;AKT1;CTNNB1;EP300;PPARG;TLR4;HSPA1A
Protein Modification Process (GO:0036211)	28/711	1.0237739878274946E-7	9.525035679056575E-6	0	0	3.489202049780381	56.157310834867175	CSF2;PTPRO;PTEN;PTPRK;AURKA;PPP6C;STK11;CHEK2;AKT3;ABL1;AKT1;MAPK1;PTK2B;MAP3K9;ROS1;MAP3K5;ACVR1;MAP2K1;PARP1;SYK;BRAF;HS3ST6;INCENP;CDK4;QPCT;CTH;CDK2;ATM
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	9/65	1.1994927177785168E-7	1.074656623817123E-5	0	0	13.023809523809524	207.54999320341602	CD40;CSF2;IFNG;EPO;ERBB4;KIT;NF2;TNF;IL2
Phosphorylation (GO:0016310)	21/429	1.3254326234136862E-7	1.1450791128706095E-5	0	0	4.309269162210339	68.24312372668722	ACVR1;MAP2K1;CSF2;SYK;BRAF;AURKA;STK11;PIK3CA;INCENP;CDK4;CHEK2;AKT3;CDK2;ABL1;AKT1;MAPK1;PTK2B;ATM;MAP3K9;ROS1;MAP3K5
Protein Autophosphorylation (GO:0046777)	13/162	1.4546620379087348E-7	1.2133887826555963E-5	0	0	7.154727471848586	112.63917879552797	PDGFRA;MAP2K2;FLT1;AURKA;STK11;ERBB4;CHEK2;KIT;ABL1;AKT1;PTK2B;ATM;MAP3K9
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	10/89	1.7924892861801477E-7	1.4453438610899259E-5	0	0	10.288210063814207	159.8220997957402	IFNA5;CSF3;IFNA1;IFNG;IFNB1;AKT1;BRAF;RAF1;TNF;HDAC6
Regulation Of Programmed Cell Death (GO:0043067)	14/195	1.9143591491085836E-7	1.493817671514085E-5	0	0	6.359116022099448	98.36733897733659	TRRAP;CLU;TNF;BMP4;PRDX2;APEX1;ACER3;RPS3;AKT1;FAS;ATM;NF2;RAF1;TP53
Positive Regulation Of Phosphorylation (GO:0042327)	15/231	2.574467692379164E-7	1.9461366712078745E-5	0	0	5.723159868729489	86.83437331635906	PDGFRA;CD40;FLT1;VEGFC;TNF;AGER;BMP4;INCENP;ERBB4;AKT1;FAS;RAC1;HRAS;ROS1;MET
Positive Regulation Of Apoptotic Process (GO:0043065)	16/270	3.5332966186471914E-7	2.5900134910628956E-5	0	0	5.20325637261444	77.29887074322524	IFNB1;FASLG;TNF;CLU;BMP4;CASP8;RPS3;NF1;E2F1;CYP1B1;CTLA4;CTNNB1;FAS;ATM;TP53;MAP3K5
Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)	8/55	4.1506860410561547E-7	2.9530910392102464E-5	0	0	13.743285664457622	201.95513679933003	CD40;CSF2;IFNG;EPO;ERBB4;KIT;TNF;IL2
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	10/98	4.4710710857731704E-7	3.0343569607698195E-5	0	0	9.231780616078137	134.972949891108	LGALS3;CSF2;SYK;IFNG;RPS3;ATM;CLU;TNF;TP53;TLR4
Positive Regulation Of MAPK Cascade (GO:0043410)	17/310	4.515785472828173E-7	3.0343569607698195E-5	0	0	4.803354876189093	70.17949572003651	PDGFRA;CD40;MAP2K1;FLT1;GDF15;BRAF;MMP8;TNF;AGER;BMP4;ERBB4;KIT;F2RL1;PTK2B;RAF1;HRAS;TLR4
Regulation Of DNA-templated Transcription (GO:0006355)	50/1922	5.536258756674044E-7	3.619516197944462E-5	0	0	2.3636498265211134	34.052575231153405	CDKN1C;CSF2;KDM1A;TRRAP;EPO;PTPRK;BRCA2;TNF;HOXA9;CHEK2;AKT1;EP300;JUNB;HRAS;MAP3K5;ACVR1;BATF2;MAP2K1;MAP2K2;PARP1;DNMT3A;PAX4;ARNT;PAX6;MITF;JMJD6;RFX6;IFNG;ZNF438;PPARG;VGLL2;TP53;KDM7A;PPARD;HDAC2;HOXB13;HDAC6;ERBB4;SPP1;ABL1;E2F1;PRAME;KDM4A;KDM4C;CDKN2A;NFKB1;BMP4;MLLT10;MDM2;CTNNB1
Regulation Of Cell Migration (GO:0030334)	20/434	6.902081730387295E-7	4.3581034593993646E-5	0	0	4.025903714809262	57.11256749844829	ACVR1;NGFR;PDGFRA;HDAC2;FLT1;TNC;PTEN;MITF;PTPRK;ERBB4;KIT;NF1;AKT1;CYP1B1;F2RL1;PTK2B;ATM;RAC1;NF2;HRAS
Positive Regulation Of Cytokine Production (GO:0001819)	17/320	7.026293299569046E-7	4.3581034593993646E-5	0	0	4.642440839828664	65.77612756214442	CD274;CD40;CSF2;SYK;ARNT;PTGS2;MMP8;TNF;AGER;IL2;IFNG;RPS3;CYP1B1;F2RL1;HPSE;TLR4;HSPA1A
Regulation Of Gene Expression (GO:0010468)	35/1127	7.516373182460977E-7	4.545526682093276E-5	0	0	2.7555240458466264	38.85567741330421	CSF2;TRRAP;TNC;BRCA2;TNF;CLU;HDAC6;AURKA;CASP8;TERT;CHEK2;RPS3;ABL1;E2F1;AKT1;HRAS;KDM4A;MAP2K1;MAP2K2;SETDB1;BRAF;PAX6;MITF;MMP8;NFKB1;BMP4;IFNG;CDK4;CDK2;MDM2;ATM;PPARG;TP53;TLR4;HSPA1A
Positive Regulation Of Gene Expression (GO:0010628)	21/480	8.362409338914696E-7	4.933821509959671E-5	0	0	3.820360467419291	53.46345794263467	MAP2K1;CSF2;MAP2K2;TNC;BRAF;PAX6;MITF;MMP8;TNF;CLU;BMP4;IFNG;RPS3;E2F1;AKT1;EP300;ATM;PPARG;TP53;TLR4;HSPA1A
DNA Repair (GO:0006281)	16/291	9.575630924345672E-7	5.5151074299981384E-5	0	0	4.800739599383667	66.53284629570116	FTO;PARP1;TRRAP;XRCC3;BRCA2;REC8;MC1R;CHEK2;APEX1;ERCC1;ERCC2;RPS3;ATM;ERCC5;TP53;ASF1A
Cytokine-Mediated Signaling Pathway (GO:0019221)	15/257	1.0004878728409788E-6	5.6283259637263434E-5	0	0	5.10147504969139	70.47699414600596	IFNA5;CSF3;CSF2;IFNA1;SYK;IFNB1;EPO;TNF;IL2;EPOR;NFKBIA;KIT;AKT1;PTK2B;TP53
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	51/2028	1.1483380714003514E-6	6.31324953344875E-5	0	0	2.280758574351309	31.194379349978266	CD40;CSF3;KDM1A;TRRAP;EPO;FASLG;TNF;HOXA9;EP300;JUNB;HRAS;ACVR1;BATF2;PARP1;DNMT3A;PAX4;ARNT;PAX6;MITF;JMJD6;RFX6;IFNG;ZNF438;PPARG;VGLL2;TP53;TLR4;MET;KDM7A;PPARD;HDAC2;HOXB13;HDAC6;ABL1;E2F1;KDM4C;IFNB1;NFKB1;BMP4;NFKBIA;DRAP1;POMC;MLLT10;MC1R;CDK4;APEX1;MDM2;CTNNB1;F2RL1;ATM;HSPA1A
Negative Regulation Of Multicellular Organismal Process (GO:0051241)	14/231	1.481715813514309E-6	7.796020462644932E-5	0	0	5.294388723231228	71.06292568846555	HDAC2;PARP1;GDF15;PTPRO;PTEN;HS3ST6;BRCA2;TNF;AGER;BMP4;STK11;IFNG;ALDH1A1;TLR4
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	20/456	1.482500790746866E-6	7.796020462644932E-5	0	0	3.8184118949699464	51.249885063060745	CDKN1C;KDM4A;HDAC2;CSF2;PARP1;KDM1A;CDKN2A;DNMT3A;PTPRK;TNF;HDAC6;BMP4;IFNG;MDM2;E2F1;CTNNB1;PPARG;PRAME;TP53;PPARD
Regulation Of Fibroblast Proliferation (GO:0048145)	7/46	1.6327785256424984E-6	8.343860922675454E-5	0	0	14.438827838827839	192.40066401547884	PDGFRA;CDK4;GSTP1;E2F1;NF1;CTNNB1;TP53
Regulation Of Interleukin-23 Production (GO:0032667)	4/8	1.6556648379017023E-6	8.343860922675454E-5	0	0	79.61290322580645	1059.751868850327	CSF2;IFNG;RAC1;TLR4
Response To Reactive Oxygen Species (GO:0000302)	8/66	1.7377109896983866E-6	8.57861813077632E-5	0	0	11.130582249858676	147.62426495798223	PDGFRA;GSTP1;CAT;RPS3;AKT1;MAPK1;ATM;PTPRK
Regulation Of MAP Kinase Activity (GO:0043405)	10/114	1.8218377394129835E-6	8.814050983280014E-5	0	0	7.805149396058487	103.1502382836269	BMP4;CD40;FLT1;GSTP1;KIT;NF1;PPARG;TNF;HRAS;TLR4
Telomere Maintenance (GO:0000723)	8/68	2.188469255741998E-6	1.0309865845024778E-4	0	0	10.758469945355191	140.20769639503098	RTEL1;PARP1;TERT;APEX1;XRCC3;PTEN;POT1;ATM
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	12/174	2.216258883593586E-6	1.0309865845024778E-4	0	0	6.045061728395062	78.70482956032725	IFNG;ASIP;TYRP1;AKT1;ARNT;CTNNB1;MMP8;PTGS2;CLU;TNF;TLR4;ASS1
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	10/117	2.310152149294222E-6	1.0543883111590043E-4	0	0	7.585154862130223	98.44163536650113	MAP2K1;CD40;MAP2K2;FLT1;IFNG;KIT;AKT1;TNF;HRAS;TLR4
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	7/49	2.537477535616155E-6	1.1366959553065701E-4	0	0	13.405442176870748	172.72027574987433	NGFR;TERT;PPARG;TNF;HRAS;TP53;NFKB1
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	8/70	2.734957108910609E-6	1.2028838629917753E-4	0	0	10.410364886303544	133.35047388770008	BMP4;LGALS3;CSF2;TERT;GSTP1;AKT1;TNF;HSPA1A
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	14/244	2.8197302560126063E-6	1.2180227659454455E-4	0	0	4.991815856777493	63.7897625605975	PDGFRA;MAP2K1;SYK;GSTP1;PTEN;BRAF;TNF;AGER;ERBB4;F2RL1;PTK2B;HRAS;TLR4;ROS1
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	15/284	3.4482169216578665E-6	1.4633748655246278E-4	0	0	4.583078443367371	57.6443716836746	PDGFRA;FLT1;SYK;GDF15;VEGFC;PIK3CA;ERBB4;APEX1;KIT;AKT1;MAPK1;PTK2B;RAC1;ROS1;MET
Cellular Response To Hydrogen Peroxide (GO:0070301)	6/34	3.771917346454155E-6	1.5464861120462035E-4	0	0	17.177700348432055	214.51386979694135	CAT;RPS3;CYP1B1;CLU;HDAC6;MAP3K5
Positive Regulation Of Neuron Death (GO:1901216)	6/34	3.771917346454155E-6	1.5464861120462035E-4	0	0	17.177700348432055	214.51386979694135	IFNG;NF1;CTNNB1;CLU;TNF;MAP3K5
MAPK Cascade (GO:0000165)	9/98	4.115537267153623E-6	1.6592474415407692E-4	0	0	8.181023720349563	101.45075765561964	MAP2K1;NRAS;MAP2K2;NF1;MAPK1;BRAF;TNF;HRAS;MAP3K5
Regulation Of Lipid Storage (GO:0010883)	5/21	5.266005597716863E-6	2.0882733673569003E-4	0	0	24.964574898785425	303.4253957207564	FTO;NFKBIA;PPARG;TNF;NFKB1
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	6/37	6.317095949677526E-6	2.4646863068177315E-4	0	0	15.51298190401259	185.72531244689054	ERBB4;KIT;CYP1B1;EP300;PTK2B;TNF
Cellular Response To UV (GO:0034644)	8/79	6.856013334437303E-6	2.5913587900005993E-4	0	0	9.086585084276148	108.04298982376793	STK11;MC1R;KDM1A;PARP1;ERCC1;EP300;PTPRK;TP53
Negative Regulation Of Cellular Component Organization (GO:0051129)	8/79	6.856013334437303E-6	2.5913587900005993E-4	0	0	9.086585084276148	108.04298982376793	LGALS3;RTEL1;EP300;RAF1;CLU;TNF;HDAC6;HSPA1A
Regulation Of Phospholipase C Activity (GO:1900274)	4/11	7.5758090219540166E-6	2.776648791531328E-4	0	0	45.486175115207374	536.307040685491	PDGFRA;FLT1;KIT;HRAS
Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302)	4/11	7.5758090219540166E-6	2.776648791531328E-4	0	0	45.486175115207374	536.307040685491	MAP2K1;MAP2K2;GSTP1;MAPK1
Regulation Of miRNA Transcription (GO:1902893)	7/59	9.053911159647037E-6	3.225484204925559E-4	0	0	10.821978021978023	125.66820387595531	BMP4;NGFR;TERT;PPARG;TNF;TP53;PPARD
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	8/82	9.06709077862497E-6	3.225484204925559E-4	0	0	8.71688081524147	101.21047491433836	ACVR1;BMP4;LGALS3;GSTP1;AKT1;CLU;TNF;HSPA1A
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	9/109	9.887961485981515E-6	3.4665186716796066E-4	0	0	7.277037037037037	83.86197602490734	NGFR;CASP8;SYK;RPS3;FAS;FASLG;PPARG;TNF;MAP3K5
Positive Regulation Of Endothelial Cell Migration (GO:0010595)	8/85	1.1851627364444817E-5	4.0955837992274303E-4	0	0	8.375984671066638	95.00917413797106	BMP4;CD40;AKT3;ABL1;AKT1;PTK2B;RAC1;MET
Negative Regulation Of Cellular Process (GO:0048523)	20/537	1.680340940569721E-5	5.724992584842472E-4	0	0	3.2066631094510774	35.253825754821705	SUZ12;MAP2K1;CDKN2A;PTEN;WFDC1;PTPRK;CLU;BMP4;STK11;ERBB4;CYP1B1;CTNNB1;PTK2B;PRAME;NF2;RAF1;TP53;HRAS;SIPA1;HSPA1A
Regulation Of Vitamin D Biosynthetic Process (GO:0060556)	3/5	1.9400703328407657E-5	6.326322744051498E-4	0	0	118.95180722891567	1290.6510461182456	IFNG;TNF;NFKB1
Establishment Of Protein Localization To Telomere (GO:0070200)	3/5	1.9400703328407657E-5	6.326322744051498E-4	0	0	118.95180722891567	1290.6510461182456	TERT;POT1;BRCA2
Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	3/5	1.9400703328407657E-5	6.326322744051498E-4	0	0	118.95180722891567	1290.6510461182456	IFNG;TNF;NFKB1
Positive Regulation Of MAP Kinase Activity (GO:0043406)	8/91	1.9614477296563142E-5	6.326322744051498E-4	0	0	7.768121666995852	84.20055550312087	CD40;FLT1;KIT;RPS3;TNF;HRAS;TLR4;MAP3K5
Regulation Of Protein-Containing Complex Assembly (GO:0043254)	9/119	2.0114122561789833E-5	6.391209462663427E-4	0	0	6.612121212121212	71.50406313146719	LGALS3;SYK;IFNG;RPS3;EP300;RAF1;CLU;TNF;HDAC6
Natural Killer Cell Activation (GO:0030101)	6/45	2.0344073113893504E-5	6.391209462663427E-4	0	0	12.325828642901813	133.1524871338661	IFNA5;CASP8;KLRK1;IFNA1;IFNB1;IL2
Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	8/93	2.3001598801816802E-5	7.088830566453996E-4	0	0	7.58457087753134	81.00281371047787	LGALS3;SYK;IFNG;ERCC1;CDK2;RPS3;CLU;TNF
Response To Hydrogen Peroxide (GO:0042542)	6/46	2.315079019222264E-5	7.088830566453996E-4	0	0	12.017073170731708	128.2640099077121	CAT;RPS3;CYP1B1;CLU;HDAC6;MAP3K5
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	11/186	2.5120155479553257E-5	7.595707013129916E-4	0	0	5.104991108476586	54.071249159785886	BMP4;KDM4A;TERT;SETDB1;IFNG;PPARG;MMP8;TNF;HRAS;NFKB1;AURKA
Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)	6/47	2.6260971443692906E-5	7.842628385468289E-4	0	0	11.723378941106484	123.65148001646895	STK11;CHEK2;MDM2;EP300;ATM;AURKA
Regulation Of Cell Cycle (GO:0051726)	14/298	2.7226614321096326E-5	8.031851224723416E-4	0	0	4.031483015741508	42.37619029580249	TRRAP;CDKN2A;MX2;PTPRK;BMP4;STK11;CDK4;MDM2;ATM;NF2;JUNB;TP53;HRAS;SIPA1
Positive Regulation Of Microtubule Polymerization (GO:0031116)	5/29	2.830286933006946E-5	8.248751916799761E-4	0	0	16.63630229419703	174.22446381598374	RPS3;ARL2;RAC1;MET;HSPA1A
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)	8/96	2.8993293202897012E-5	8.349378125929508E-4	0	0	7.3248882265275705	76.53369926370458	CSF3;RPS3;ARL2;PTK2B;F2RL1;RAC1;CLU;MET
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)	6/48	2.9698505926110907E-5	8.451845392383798E-4	0	0	11.443670150987224	119.29355326133253	SYK;GSTP1;F2RL1;MMP8;TLR4;TP53
Positive Regulation Of Protein Modification Process (GO:0031401)	12/225	3.010886441102956E-5	8.46899337328843E-4	0	0	4.585680751173709	47.74010500806512	BMP4;CD40;IFNG;INCENP;ERBB4;AKT1;VEGFC;FAS;RAC1;HRAS;TNF;AGER
DNA Damage Response (GO:0006974)	16/384	3.1751537457144465E-5	8.828387253888789E-4	0	0	3.570375829034635	36.98041546883722	RTEL1;PARP1;KDM1A;TRRAP;XRCC3;STK11;CHEK2;APEX1;ERCC1;RPS3;ABL1;E2F1;CTLA4;ATM;TP53;ASF1A
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	9/127	3.3776794370598966E-5	9.284780179827148E-4	0	0	6.161330822347772	63.43543893409922	POMC;MC1R;SYK;IFNG;GSTP1;MMP8;CLU;AGER;TLR4
Response To UV (GO:0009411)	8/100	3.896722988720098E-5	0.00105684140358058	0	0	7.004989308624376	71.12018207080555	MC1R;KDM1A;PARP1;CAT;EP300;ERCC5;PTPRK;TP53
Cellular Response To Gamma Radiation (GO:0071480)	4/16	3.9757159043337235E-5	0.00105684140358058	0	0	26.526881720430108	268.78948169427844	KDM1A;MDM2;HRAS;TP53
Regulation Of Golgi Organization (GO:1903358)	4/16	3.9757159043337235E-5	0.00105684140358058	0	0	26.526881720430108	268.78948169427844	USP6NL;MAP2K1;MAP2K2;MAPK1
Negative Regulation Of DNA-templated Transcription (GO:0045892)	29/1025	4.087583168394234E-5	0.0010747677917767014	0	0	2.448394474760027	24.740956588843893	CDKN1C;HDAC2;CSF2;KDM1A;EPO;FASLG;PTPRK;HOXB13;TNF;HDAC6;E2F1;EP300;PRAME;KDM4A;PARP1;CDKN2A;DNMT3A;PAX6;MITF;NFKB1;BMP4;DRAP1;IFNG;MDM2;CTNNB1;PPARG;TP53;PPARD;HSPA1A
