Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cadherin Binding (GO:0045296)	10/319	4.506352107400605E-6	2.3989697983514983E-5	0	0	7.0445882775979864	86.71904074365676	HSP90AB1;JUP;SRC;FYN;PTPN11;CBL;EGFR;CRKL;EPHA2;NCK1
Epidermal Growth Factor Receptor Binding (GO:0005154)	4/25	6.865153777759796E-6	3.55026523935578E-5	0	0	39.442460317460316	468.9334664055757	SHC1;TNK2;CBLC;GRB2
Protein Kinase Regulator Activity (GO:0019887)	6/103	1.2980236200189976E-5	6.526174311762182E-5	0	0	13.03114718139943	146.62754510437475	SOCS3;CDKN1A;CCND2;SOCS1;CCNE1;NCK1
Insulin-Like Growth Factor Receptor Binding (GO:0005159)	3/13	3.344768461719186E-5	1.6362245718139803E-4	0	0	61.51546391752577	633.9493354046144	SOCS1;SHC1;PIK3R1
Tau Protein Binding (GO:0048156)	4/39	4.230482469134706E-5	2.0150455971404784E-4	0	0	23.648809523809526	238.15792395089085	HSP90AA1;HSP90AB1;FYN;STUB1
Protein Serine/Threonine Kinase Activity (GO:0004674)	9/342	5.459781610757805E-5	2.533898644992725E-4	0	0	5.811404811404811	57.041940825958015	CDK6;LATS2;ARAF;CDK1;FYN;MAPK14;EGFR;MAP2K6;MAPK3
ATP Binding (GO:0005524)	8/279	7.964879767764215E-5	3.6041080949133076E-4	0	0	6.2984116797689715	59.443676404306444	HSP90AB3P;ZAP70;HSP90AA1;CDK6;HSP90AB1;LATS2;HSPA4;BTK
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)	7/228	1.4870770490717507E-4	6.564901119072851E-4	0	0	6.70233056001557	59.071177323578404	STAT3;HSPB1;MAPK14;HIF1A;RELA;CRKL;TP73
Adenyl Ribonucleotide Binding (GO:0032559)	8/309	1.6110714549312172E-4	6.942950793870245E-4	0	0	5.661996244402715	49.44870965787274	HSP90AB3P;ZAP70;HSP90AA1;CDK6;HSP90AB1;LATS2;HSPA4;BTK
ATPase Binding (GO:0051117)	4/73	4.915838573587474E-4	0.002069225073998449	0	0	11.97524154589372	91.22592932976644	LCK;SRC;CAV1;EGFR
Transcription Coactivator Binding (GO:0001223)	3/34	6.484839479590657E-4	0.0026676271495588836	0	0	19.822746923844363	145.51627376631131	HIF1A;RELA;TEAD2
Transmembrane Receptor Protein Kinase Activity (GO:0019199)	3/37	8.329373632247138E-4	0.0033502591720816267	0	0	18.070952092177077	128.13302753808438	ERBB2;EGFR;EPHA2
Cyclin-Dependent Protein Serine/Threonine Kinase Inhibitor Activity (GO:0004861)	2/9	8.70867194754317E-4	0.003353765154266625	0	0	57.99708454810496	408.64867956136595	CDKN2B;CDKN2C
Non-Membrane Spanning Protein Tyrosine Phosphatase Activity (GO:0004726)	2/9	8.70867194754317E-4	0.003353765154266625	0	0	57.99708454810496	408.64867956136595	PTPN11;PTPN6
MAP Kinase Activity (GO:0004707)	2/11	0.0013218400851343036	0.004984438654360603	0	0	45.10430839002267	298.984305122014	MAPK14;MAPK3
Transcription Coregulator Binding (GO:0001221)	4/99	0.001539882179182004	0.005574373488638855	0	0	8.68640350877193	56.25357799233447	MYC;HIF1A;TEAD2;RELA
Histone Deacetylase Binding (GO:0042826)	4/99	0.001539882179182004	0.005574373488638855	0	0	8.68640350877193	56.25357799233447	HSP90AA1;KAT2A;HSP90AB1;RELA
Protein Homodimerization Activity (GO:0042803)	10/662	0.0017558494628266265	0.006231544171992537	0	0	3.280163599182004	20.81199025292632	CSF1R;HSP90AA1;HSP90AB1;JUP;STAT3;HSPB1;FYN;STUB1;RELA;FGFR1
Transmembrane Receptor Protein Tyrosine Kinase Adaptor Activity (GO:0005068)	2/13	0.0018624280503563755	0.006482682252202	0	0	36.89981447124304	231.94759321375395	SHC1;PIK3R1
Purine Ribonucleoside Triphosphate Binding (GO:0035639)	8/476	0.0026718884673008897	0.009124751180782284	0	0	3.6105536975102193	21.392421494312575	HSP90AB3P;ZAP70;HSP90AA1;CDK6;HSP90AB1;LATS2;HSPA4;BTK
DNA Polymerase Binding (GO:0070182)	2/19	0.004004045638803338	0.013420967789322297	0	0	23.869147659063625	131.7684366549516	HSP90AA1;HSP90AB1
Phosphatidylinositol Phospholipase C Activity (GO:0004435)	2/20	0.004434499847536051	0.014332937007214734	0	0	22.541950113378686	122.13995997533476	PLCG2;PLCG1
Fibroblast Growth Factor Binding (GO:0017134)	2/20	0.004434499847536051	0.014332937007214734	0	0	22.541950113378686	122.13995997533476	FGFR4;FGFR1
Ubiquitin-Protein Transferase Activity (GO:0004842)	7/412	0.004639023579547464	0.014730934524527912	0	0	3.6231249170317272	19.467960925321027	NEDD4;CBLC;CBLB;MDM4;STUB1;VHL;CBL
GTPase Binding (GO:0051020)	5/225	0.0054640838820002565	0.017051710045552525	0	0	4.708133971291866	24.527300785613836	BECN1;HSP90AA1;CAV1;RASA1;WAS
Phospholipase C Activity (GO:0004629)	2/23	0.005847619592062275	0.017351133543660194	0	0	19.318756073858115	99.33164622370634	PLCG2;PLCG1
Cyclin-Dependent Protein Kinase Activity (GO:0097472)	2/23	0.005847619592062275	0.017351133543660194	0	0	19.318756073858115	99.33164622370634	CDK6;CDK1
Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0004693)	2/23	0.005847619592062275	0.017351133543660194	0	0	19.318756073858115	99.33164622370634	CDK6;CDK1
Protein Tyrosine Phosphatase Activity (GO:0004725)	3/76	0.006547998483950072	0.019115931057983274	0	0	8.400084733794662	42.240631240424875	PTPN11;PTPN6;PTK2
MHC Class II Protein Complex Binding (GO:0023026)	2/25	0.006889074002829973	0.01979241896051151	0	0	17.637089618456077	87.79423275712823	HSP90AA1;HSP90AB1
DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)	6/348	0.008062951791947916	0.0228030355366027	0	0	3.6502426278462115	17.595905383704995	MYC;STAT3;HIF1A;RELA;GLIS2;TP73
Protein Tyrosine Kinase Activator Activity (GO:0030296)	2/29	0.009203097475114358	0.02562708681531844	0	0	15.02116402116402	70.4224490277819	ERBB3;EGFR
Transcription Cis-Regulatory Region Binding (GO:0000976)	7/474	0.009713340648320485	0.026450302709711843	0	0	3.1321176118440746	14.515031746487958	RB1;MYC;STAT3;HIF1A;RELA;GLIS2;TP73
Protein Kinase Activator Activity (GO:0030295)	3/88	0.009790996030666814	0.026450302709711843	0	0	7.209824135839903	33.35475235562723	CDKN1A;ERBB3;EGFR
Ion Channel Inhibitor Activity (GO:0008200)	2/35	0.013227983272248344	0.03420378531824215	0	0	12.286332714904143	53.14355844722063	NEDD4;RASA1
Hsp90 Protein Binding (GO:0051879)	2/35	0.013227983272248344	0.03420378531824215	0	0	12.286332714904143	53.14355844722063	STUB1;HIF1A
Core Promoter Sequence-Specific DNA Binding (GO:0001046)	2/35	0.013227983272248344	0.03420378531824215	0	0	12.286332714904143	53.14355844722063	MYC;RELA
Protein Heterodimerization Activity (GO:0046982)	4/190	0.015258758274769427	0.03889908799624319	0	0	4.416218637992832	18.471283263476064	ERBB3;ERBB2;PIK3R2;HIF1A
GTPase Regulator Activity (GO:0030695)	6/424	0.019689684653074736	0.04949767947509066	0	0	2.974956734195256	11.68461976270245	VAV3;TNK2;RASA1;WAS;SOS1;VAV1
Ubiquitin Protein Ligase Activity (GO:0061630)	5/311	0.019999367431143982	0.04958747267174056	0	0	3.370141038871689	13.184175869602347	NEDD4;CBLC;CBLB;STUB1;CBL
Phosphoric Diester Hydrolase Activity (GO:0008081)	2/44	0.020429483861515323	0.04996941322884153	0	0	9.649173955296405	37.54277574025534	PLCG2;PLCG1
Ubiquitin-Like Protein Ligase Activity (GO:0061659)	5/319	0.0220354110775969	0.05317879206726719	0	0	3.282936640965471	12.524746434880296	NEDD4;CBLC;CBLB;STUB1;CBL
Acetyltransferase Activator Activity (GO:0010698)	1/5	0.024753528718293626	0.05895248286856772	0	0	50.24242424242424	185.83603697375267	CDK1
Transcription Regulatory Region Nucleic Acid Binding (GO:0001067)	4/224	0.026082707250557998	0.061311298861701266	0	0	3.727272727272727	13.591435673577633	STAT3;RELA;GLIS2;TP73
Patched Binding (GO:0005113)	1/6	0.029630963394411815	0.06621239968380913	0	0	40.19191919191919	141.432767389918	CAV1
Primary miRNA Binding (GO:0070878)	1/6	0.029630963394411815	0.06621239968380913	0	0	40.19191919191919	141.432767389918	STAT3
Protein Tyrosine Kinase Inhibitor Activity (GO:0030292)	1/6	0.029630963394411815	0.06621239968380913	0	0	40.19191919191919	141.432767389918	SOCS3
Nitric-Oxide Synthase Binding (GO:0050998)	1/6	0.029630963394411815	0.06621239968380913	0	0	40.19191919191919	141.432767389918	CAV1
Ubiquitin-Like Protein Transferase Activity (GO:0019787)	4/240	0.03244096202213957	0.07160748934155199	0	0	3.4717514124293785	11.902321305484534	MDM4;STUB1;VHL;CBL
CD4 Receptor Binding (GO:0042609)	1/7	0.03448424920041465	0.07343116594441237	0	0	33.49158249158249	112.77461836050252	LCK
Immunoglobulin Receptor Binding (GO:0034987)	1/7	0.03448424920041465	0.07343116594441237	0	0	33.49158249158249	112.77461836050252	FGR
Sodium Channel Inhibitor Activity (GO:0019871)	1/7	0.03448424920041465	0.07343116594441237	0	0	33.49158249158249	112.77461836050252	NEDD4
Adenylate Cyclase Inhibiting G Protein-Coupled Glutamate Receptor Activity (GO:0001640)	1/8	0.03931350415205654	0.0799521826013734	0	0	28.705627705627705	92.89678500716381	GRM1
Growth Hormone Receptor Binding (GO:0005131)	1/8	0.03931350415205654	0.0799521826013734	0	0	28.705627705627705	92.89678500716381	JAK2
Phosphoserine Residue Binding (GO:0050815)	1/8	0.03931350415205654	0.0799521826013734	0	0	28.705627705627705	92.89678500716381	NEDD4
RNA Polymerase II CTD Heptapeptide Repeat Kinase Activity (GO:0008353)	1/8	0.03931350415205654	0.0799521826013734	0	0	28.705627705627705	92.89678500716381	CDK1
1-Phosphatidylinositol-3-Kinase Activity (GO:0016303)	1/9	0.0441188457824273	0.08495224560233341	0	0	25.116161616161616	78.3842312444799	PIK3R3
Histone H3 Kinase Activity (GO:0140996)	1/9	0.0441188457824273	0.08495224560233341	0	0	25.116161616161616	78.3842312444799	JAK2
Phosphate Ion Binding (GO:0042301)	1/9	0.0441188457824273	0.08495224560233341	0	0	25.116161616161616	78.3842312444799	RELA
JUN Kinase Binding (GO:0008432)	1/9	0.0441188457824273	0.08495224560233341	0	0	25.116161616161616	78.3842312444799	PTK2
Protein Binding Involved In Heterotypic Cell-Cell Adhesion (GO:0086080)	1/9	0.0441188457824273	0.08495224560233341	0	0	25.116161616161616	78.3842312444799	JUP
BMP Receptor Binding (GO:0070700)	1/10	0.04890039114183046	0.09031602853746237	0	0	22.32435465768799	67.37423003045056	SRC
Transmembrane Receptor Protein Serine/Threonine Kinase Binding (GO:0070696)	1/10	0.04890039114183046	0.09031602853746237	0	0	22.32435465768799	67.37423003045056	SRC
Platelet-Derived Growth Factor Binding (GO:0048407)	1/10	0.04890039114183046	0.09031602853746237	0	0	22.32435465768799	67.37423003045056	PDGFRB
Vinculin Binding (GO:0017166)	1/10	0.04890039114183046	0.09031602853746237	0	0	22.32435465768799	67.37423003045056	PXN
Phosphatidylinositol 3-Kinase Activity (GO:0035004)	1/11	0.05365825675086383	0.09712144471906353	0	0	20.09090909090909	58.768318421882675	PIK3R3
Histone Methyltransferase Binding (GO:1990226)	1/11	0.05365825675086383	0.09712144471906353	0	0	20.09090909090909	58.768318421882675	HSP90AB1
Phospholipase Activity (GO:0004620)	2/77	0.05685706083640968	0.10162551060571468	0	0	5.394557823129252	15.467356382357153	PLCG2;PLCG1
Platelet-Derived Growth Factor Receptor Binding (GO:0005161)	1/12	0.05839255858007915	0.10162551060571468	0	0	18.26354453627181	51.878818604154176	PDGFRB
GTPase Inhibitor Activity (GO:0005095)	1/12	0.05839255858007915	0.10162551060571468	0	0	18.26354453627181	51.878818604154176	TNK2
RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979)	1/12	0.05839255858007915	0.10162551060571468	0	0	18.26354453627181	51.878818604154176	RELA
Ubiquitin Binding (GO:0043130)	2/80	0.0608217071927091	0.10484503811314617	0	0	5.1862899005756145	14.520618689888993	NEDD4;HSPB1
Histone H3 Acetyltransferase Activity (GO:0010484)	1/13	0.06310341209244187	0.10674502419375681	0	0	16.74074074074074	46.254339159717055	KAT2A
Ubiquitin-Ubiquitin Ligase Activity (GO:0034450)	1/13	0.06310341209244187	0.10674502419375681	0	0	16.74074074074074	46.254339159717055	STUB1
Chromatin DNA Binding (GO:0031490)	2/83	0.06487838023453162	0.10873135946713168	0	0	4.99344923154447	13.658286245847663	STAT3;RELA
Hyaluronic Acid Binding (GO:0005540)	1/14	0.0677909321684321	0.11154689747714737	0	0	15.452214452214452	41.58695944336839	CD44
Cyclin-Dependent Protein Serine/Threonine Kinase Activator Activity (GO:0061575)	1/14	0.0677909321684321	0.11154689747714737	0	0	15.452214452214452	41.58695944336839	CCND2
Heme Binding (GO:0020037)	2/87	0.07042427630090098	0.11483598207624394	0	0	4.75750300120048	12.622688988987855	SRC;JAK2
Adrenergic Receptor Binding (GO:0031690)	1/15	0.07245523317560384	0.11605661243171944	0	0	14.347763347763347	37.659813836990104	NEDD4
Insulin-Like Growth Factor Binding (GO:0005520)	1/15	0.07245523317560384	0.11605661243171944	0	0	14.347763347763347	37.659813836990104	IGF1R
Glutamate Receptor Activity (GO:0008066)	1/16	0.0770964289305897	0.12134307509944987	0	0	13.390572390572391	34.31599732708391	GRM1
Phosphatidylinositol Kinase Activity (GO:0052742)	1/16	0.0770964289305897	0.12134307509944987	0	0	13.390572390572391	34.31599732708391	PIK3R3
Transition Metal Ion Binding (GO:0046914)	5/456	0.07863989225997492	0.12270534912978845	0	0	2.2696930797059167	5.7715484528274565	RASSF1;CBLC;ABL2;CBLB;MDM4
Guanyl-Nucleotide Exchange Factor Activity (GO:0005085)	3/203	0.0816743571184012	0.1253419365555218	0	0	3.0463917525773194	7.63125762325125	VAV3;SOS1;VAV1
RNA Polymerase Binding (GO:0070063)	1/17	0.08171463267155567	0.1253419365555218	0	0	12.553030303030303	31.43934295429433	NEDD4
Hormone Receptor Binding (GO:0051427)	1/18	0.08630995715059277	0.13127817011980916	0	0	11.81402257872846	28.942114306609312	JAK2
GTPase Activator Activity (GO:0005096)	3/211	0.08925183079658232	0.13462151145151166	0	0	2.928033306899286	7.074987394587304	VAV3;RASA1;SOS1
Postsynaptic Neurotransmitter Receptor Activity (GO:0098960)	1/19	0.09088251453617983	0.13594822422354172	0	0	11.15712682379349	26.75688382123247	GRM1
Zinc Ion Binding (GO:0008270)	4/341	0.09176670409875909	0.1361456839497983	0	0	2.418768545994065	5.777242574212832	RASSF1;CBLC;CBLB;MDM4
Actinin Binding (GO:0042805)	1/20	0.09543241646248146	0.13818613903767316	0	0	10.569377990430622	24.83103038927071	RELA
Tau-Protein Kinase Activity (GO:0050321)	1/20	0.09543241646248146	0.13818613903767316	0	0	10.569377990430622	24.83103038927071	FYN
WW Domain Binding (GO:0050699)	1/20	0.09543241646248146	0.13818613903767316	0	0	10.569377990430622	24.83103038927071	TNK2
Kinase Activity (GO:0016301)	2/106	0.09866964028490886	0.1417397213616548	0	0	3.8846153846153846	8.996683675058378	LYN;CDK1
poly(U) RNA Binding (GO:0008266)	1/22	0.10446469781910508	0.14888275830911826	0	0	9.561808561808562	21.59922753970687	KHDRBS1
Actin Monomer Binding (GO:0003785)	1/23	0.10894729783603285	0.15286403804900733	0	0	9.1267217630854	20.232947516534363	ABL2
Mitogen-Activated Protein Kinase Binding (GO:0051019)	1/23	0.10894729783603285	0.15286403804900733	0	0	9.1267217630854	20.232947516534363	MAPK14
Peptidase Activator Activity (GO:0016504)	1/24	0.11340768358102403	0.15789839021665653	0	0	8.729468599033817	19.002011610155247	CAV1
poly(A) Binding (GO:0008143)	1/25	0.11784596404042172	0.161591814328154	0	0	8.365319865319865	17.88820673407011	KHDRBS1
Poly-Pyrimidine Tract Binding (GO:0008187)	1/25	0.11784596404042172	0.161591814328154	0	0	8.365319865319865	17.88820673407011	KHDRBS1
NF-kappaB Binding (GO:0051059)	1/26	0.12226224762866918	0.16638696857736182	0	0	8.030303030303031	16.876380218002918	RELA
Histone Acetyltransferase Activity (GO:0004402)	1/27	0.12665664230282664	0.1710809869911315	0	0	7.721056721056721	15.953830010816358	KAT2A
General Transcription Initiation Factor Binding (GO:0140296)	1/30	0.13970956391884184	0.1873143042171139	0	0	6.921281783350749	13.622394510819323	RELA
Poly-Purine Tract Binding (GO:0070717)	1/31	0.14401747150131122	0.19167031133630388	0	0	6.69023569023569	12.964476920040203	KHDRBS1
RNA Polymerase Core Enzyme Binding (GO:0043175)	1/33	0.15256931999718407	0.20156968554372495	0	0	6.271464646464646	11.79120788980768	ERBB2
Hsp70 Protein Binding (GO:0030544)	1/34	0.1568134700259566	0.20419595737192908	0	0	6.081114172023263	11.266469699963471	STUB1
Sodium Channel Regulator Activity (GO:0017080)	1/34	0.1568134700259566	0.20419595737192908	0	0	6.081114172023263	11.266469699963471	NEDD4
Chemoattractant Activity (GO:0042056)	1/35	0.16103657577419495	0.20819728725092349	0	0	5.901960784313726	10.777710825180796	HGF
Phosphatidylinositol-3,4,5-Trisphosphate Binding (GO:0005547)	1/36	0.16523874056701404	0.2106212115678137	0	0	5.733044733044733	10.321566994169176	BTK
Protein Kinase C Binding (GO:0005080)	1/36	0.16523874056701404	0.2106212115678137	0	0	5.733044733044733	10.321566994169176	HSPB1
Alpha-Tubulin Binding (GO:0043014)	1/38	0.17358065793162564	0.21970698661275695	0	0	5.422604422604422	9.495592558231127	FYN
Signal Sequence Binding (GO:0005048)	1/41	0.1859390303366049	0.23371503118698253	0	0	5.015151515151516	8.43717221072756	KDELR2
Ubiquitin Ligase-Substrate Adaptor Activity (GO:1990756)	1/44	0.19811441496549978	0.24730144212934801	0	0	4.664552501761804	7.551493311263548	VHL
Potassium Channel Regulator Activity (GO:0015459)	1/45	0.20213267727917436	0.2505891410104833	0	0	4.558310376492194	7.287967841732019	RASA1
Manganese Ion Binding (GO:0030145)	1/48	0.2140682440880332	0.263580627074381	0	0	4.266709649688373	6.576964036635908	ABL2
Cholesterol Binding (GO:0015485)	1/50	0.22192691156038513	0.27141061481371426	0	0	4.092145949288806	6.1603458876211565	CAV1
E-box Binding (GO:0070888)	1/51	0.22582702165646545	0.2743267846967802	0	0	4.01010101010101	5.966974015935645	MYC
Actin Binding (GO:0003779)	2/183	0.23277594152817532	0.28088296944399826	0	0	2.22336227308603	3.240948300139577	ABL2;PTK2
Protein Serine/Threonine Phosphatase Activity (GO:0004722)	1/55	0.2412348616553018	0.28916231761330874	0	0	3.7123082678638233	5.278844037828421	LCK
Protein Serine/Threonine Kinase Activator Activity (GO:0043539)	1/56	0.24503914356804327	0.29179003280141996	0	0	3.644628099173554	5.125576482532065	CCND2
DNA Binding (GO:0003677)	6/846	0.2486390852854412	0.29414166298473765	0	0	1.4483282674772036	2.0157150529162817	KHDRBS1;MYC;STAT3;HIF1A;RELA;EGFR
Sterol Binding (GO:0032934)	1/59	0.25633905564263204	0.3012816173462104	0	0	3.4555903866248694	4.703937185372145	CAV1
