Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Lipid and atherosclerosis	19/215	1.0873683906209132E-18	5.6287304926259036E-18	0	0	23.58125472411187	975.3860441715955	MAP2K3;LYN;VAV3;HSP90AA1;HSP90AB1;HSPA4;SRC;STAT3;PIK3R3;PIK3R2;PIK3R1;MAPK14;PTK2;VAV1;RELA;PLCG1;JAK2;MAP2K6;MAPK3
B cell receptor signaling pathway	14/81	3.2852603425724127E-18	1.652016629407842E-17	0	0	48.18847622353349	1939.9276206092418	VAV3;LYN;PIK3R3;PIK3R2;PIK3R1;VAV1;RELA;BLNK;BTK;PLCG2;GRB2;PTPN6;SOS1;MAPK3
Melanoma	13/72	3.027075978260355E-17	1.4799038115939515E-16	0	0	50.24995129553867	1911.3247073722903	RB1;PDGFRB;CDKN1A;HGF;ARAF;PIK3R3;PIK3R2;PIK3R1;EGFR;IGF1R;CDK6;MAPK3;FGFR1
Cellular senescence	16/156	6.569585708828925E-17	3.1249921209564616E-16	0	0	26.8843537414966	1001.7512342505174	RB1;MAP2K3;CDKN1A;CDKN2B;PIK3R3;PIK3R2;PIK3R1;MAPK14;RELA;CCND2;CDK6;CCNE1;MYC;CDK1;MAP2K6;MAPK3
JAK-STAT signaling pathway	16/162	1.2096429716316225E-16	5.6025569212411995E-16	0	0	25.771689497716896	944.559125659316	PDGFRB;CDKN1A;STAT3;PIK3R3;PIK3R2;PTPN11;PIK3R1;EGFR;SOCS3;CCND2;SOCS1;MYC;GRB2;PTPN6;JAK2;SOS1
Insulin signaling pathway	15/137	2.41948395372361E-16	1.0918696816803984E-15	0	0	28.608486017357762	1028.6984248604747	SHC1;ARAF;IRS4;PIK3R3;CBLB;PIK3R2;PIK3R1;CBL;CRKL;SOCS3;SOCS1;GRB2;SOS1;CRK;MAPK3
HIF-1 signaling pathway	14/109	2.5807845372594825E-16	1.1355451963941724E-15	0	0	33.93757649938801	1218.1305302933883	CDKN1A;STAT3;PIK3R3;PIK3R2;PIK3R1;HIF1A;RELA;EGFR;IGF1R;ERBB2;PLCG2;PLCG1;VHL;MAPK3
Acute myeloid leukemia	12/67	5.903651987661423E-16	2.5342506093375868E-15	0	0	49.20247933884298	1725.3238250742093	CSF1R;JUP;MYC;STAT3;ARAF;PIK3R3;PIK3R2;GRB2;PIK3R1;SOS1;RELA;MAPK3
Regulation of actin cytoskeleton	17/218	6.909231306717327E-16	2.8952969285291658E-15	0	0	20.073308158005155	700.729140059255	PDGFRB;VAV3;SRC;PXN;ARAF;PIK3R3;PIK3R2;PIK3R1;PTK2;VAV1;EGFR;CRKL;FGFR4;SOS1;CRK;FGFR1;MAPK3
Phospholipase D signaling pathway	15/148	7.838894577298206E-16	3.208477780475545E-15	0	0	26.227775320654576	912.2613964517449	PDGFRB;SHC1;GAB1;PIK3R3;PIK3R2;PTPN11;PIK3R1;GRM1;EGFR;PLCG2;GRB2;FYN;PLCG1;SOS1;MAPK3
Fc gamma R-mediated phagocytosis	13/97	1.798112640380304E-15	7.192450561521217E-15	0	0	35.250136836343735	1196.8140140390715	LYN;VAV3;WAS;PIK3R3;PIK3R2;PIK3R1;VAV1;CRKL;HCK;PLCG2;PLCG1;CRK;MAPK3
Hepatitis C	15/157	1.9143595473705313E-15	7.487272896382522E-15	0	0	24.55426677713339	832.1292032233323	RB1;CDKN1A;STAT3;ARAF;PIK3R3;PIK3R2;PIK3R1;RELA;EGFR;SOCS3;CDK6;MYC;GRB2;SOS1;MAPK3
Pancreatic cancer	12/76	2.944056152480336E-15	1.126421484427259E-14	0	0	42.26420454545455	1414.1175178169124	RB1;CDKN1A;CDK6;ERBB2;STAT3;ARAF;PIK3R3;PIK3R2;PIK3R1;EGFR;RELA;MAPK3
Bacterial invasion of epithelial cells	12/77	3.473399291057657E-15	1.3006771813322291E-14	0	0	41.61188811188811	1385.4113331088147	SHC1;SRC;CAV1;PXN;GAB1;PIK3R3;PIK3R2;PIK3R1;CBL;CRK;PTK2;CRKL
Endometrial cancer	11/58	5.197388874236078E-15	1.905709253886562E-14	0	0	52.20726751135549	1717.129398781989	CDKN1A;MYC;ERBB2;ARAF;PIK3R3;PIK3R2;GRB2;PIK3R1;SOS1;EGFR;MAPK3
VEGF signaling pathway	11/59	6.3624023370134615E-15	2.2852710434987126E-14	0	0	51.11704119850187	1670.9327745539658	SRC;PXN;PLCG2;HSPB1;PIK3R3;PIK3R2;PIK3R1;PLCG1;MAPK14;PTK2;MAPK3
Small cell lung cancer	12/92	3.2260118046261306E-14	1.135556155228398E-13	0	0	33.78409090909091	1049.5009145808654	RB1;CDKN1A;CDKN2B;CDK6;CCNE1;MYC;PIK3R3;PIK3R2;PIK3R1;SKP2;RELA;PTK2
Chemical carcinogenesis	16/239	5.768414579038712E-14	1.990668560609438E-13	0	0	16.807174887892376	512.3464574888121	RB1;HSP90AA1;HSP90AB1;SRC;STAT3;PIK3R3;PIK3R2;PIK3R1;RELA;EGFR;AR;MYC;GRB2;JAK2;SOS1;MAPK3
Choline metabolism in cancer	12/98	7.048153893596167E-14	2.385529010140241E-13	0	0	31.417547568710358	951.4309636543871	PDGFRB;SP1;WAS;PIK3R3;PIK3R2;GRB2;PIK3R1;PLCG1;SOS1;HIF1A;EGFR;MAPK3
Shigellosis	16/246	9.036486550172491E-14	3.000795533642186E-13	0	0	16.28985507246377	489.2645079062445	BECN1;SRC;PXN;PIK3R3;PIK3R2;PIK3R1;MAPK14;PTK2;RELA;EGFR;CRKL;PLCG2;PLCG1;CRK;CD44;MAPK3
Human immunodeficiency virus 1 infection	15/212	1.668577219920068E-13	5.438325753813555E-13	0	0	17.6497461928934	519.2843887369067	MAP2K3;PXN;PIK3R3;PIK3R2;PIK3R1;MAPK14;PTK2;RELA;CRKL;PLCG2;CDK1;PLCG1;CRK;MAP2K6;MAPK3
Estrogen signaling pathway	13/137	1.753066488614718E-13	5.609812763567097E-13	0	0	23.83092324805339	699.967589323808	HSP90AA1;HSP90AB1;SHC1;SRC;PIK3R3;PIK3R2;PIK3R1;GRM1;EGFR;SP1;GRB2;SOS1;MAPK3
Bladder cancer	9/41	4.1477015232420606E-13	1.303563335876076E-12	0	0	61.40521978021978	1750.727406729702	RB1;CDKN1A;RASSF1;SRC;MYC;ERBB2;ARAF;EGFR;MAPK3
Leukocyte transendothelial migration	12/114	4.489453702375067E-13	1.3862172835403714E-12	0	0	26.467914438502675	752.5324397074281	VAV3;ITK;PXN;PLCG2;PIK3R3;PIK3R2;PTPN11;PIK3R1;PLCG1;MAPK14;PTK2;VAV1
Central carbon metabolism in cancer	10/70	1.906133417370029E-12	5.7841289906400884E-12	0	0	36.74074074074074	991.4835837040724	PDGFRB;MYC;ERBB2;PIK3R3;PIK3R2;PIK3R1;HIF1A;EGFR;MAPK3;FGFR1
Adherens junction	10/71	2.2095360123281258E-12	6.591158274063562E-12	0	0	36.13661202185792	969.8430146124807	YES1;SRC;ERBB2;WAS;FYN;PTPN6;EGFR;IGF1R;MAPK3;FGFR1
Human T-cell leukemia virus 1 infection	14/219	4.521911798740663E-12	1.3264274609639278E-11	0	0	15.639818491208167	408.5446875176655	RB1;CDKN1A;CDKN2B;CDKN2C;PIK3R3;PIK3R2;PIK3R1;RELA;KAT2A;CCND2;CCNE1;LCK;MYC;MAPK3
Fluid shear stress and atherosclerosis	12/139	4.89118048602282E-12	1.4112258451475677E-11	0	0	21.230851825340014	552.9275457986203	HSP90AA1;HSP90AB1;SRC;CAV1;PIK3R3;PIK3R2;PIK3R1;MAPK14;MAP2K5;PTK2;RELA;MAP2K6
Th17 cell differentiation	11/107	5.788073219298734E-12	1.6430659461235116E-11	0	0	25.496722846441948	659.7333551800433	ZAP70;HSP90AA1;HSP90AB1;LCK;STAT3;PLCG1;JAK2;MAPK14;HIF1A;RELA;MAPK3
Axon guidance	13/182	6.800859742886892E-12	1.8863124206379857E-11	0	0	17.445623342175065	448.5962715207591	SRC;PIK3R3;PIK3R2;PTPN11;PIK3R1;PTK2;RASA1;PLCG2;FYN;PLCG1;EPHA2;NCK1;MAPK3
Signaling pathways regulating pluripotency of stem cells	12/143	6.8593178932290395E-12	1.8863124206379857E-11	0	0	20.578417765440665	528.9767298439135	MYC;STAT3;PIK3R3;PIK3R2;GRB2;PIK3R1;FGFR4;JAK2;MAPK14;IGF1R;FGFR1;MAPK3
Human papillomavirus infection	16/331	8.456356912817775E-12	2.289721256393736E-11	0	0	11.842781557067271	301.9447743591598	RB1;PDGFRB;CDKN1A;PXN;PIK3R3;PIK3R2;PIK3R1;PTK2;RELA;EGFR;CCND2;CDK6;CCNE1;GRB2;SOS1;MAPK3
Colorectal cancer	10/86	1.5933158675592842E-11	4.2488423134914245E-11	0	0	28.982456140350877	720.5797567878689	CDKN1A;MYC;ARAF;PIK3R3;PIK3R2;GRB2;PIK3R1;SOS1;EGFR;MAPK3
Platelet activation	11/124	2.9466512500538484E-11	7.740457015066826E-11	0	0	21.642338669583374	524.7783781849793	LYN;SRC;BTK;PLCG2;PIK3R3;PIK3R2;LCP2;FYN;PIK3R1;MAPK14;MAPK3
Relaxin signaling pathway	11/129	4.541411019462909E-11	1.1754240285668707E-10	0	0	20.720053323176536	493.45217788921445	SHC1;SRC;PIK3R3;PIK3R2;GRB2;PIK3R1;SOS1;MAPK14;RELA;EGFR;MAPK3
AGE-RAGE signaling pathway in diabetic complications	10/100	7.354451682840389E-11	1.849119280257012E-10	0	0	24.45679012345679	570.653468760778	STAT3;PLCG2;PIK3R3;PIK3R2;PIK3R1;PLCG1;JAK2;MAPK14;RELA;MAPK3
Progesterone-mediated oocyte maturation	10/100	7.354451682840389E-11	1.849119280257012E-10	0	0	24.45679012345679	570.653468760778	HSP90AA1;HSP90AB1;ARAF;CDK1;PIK3R3;PIK3R2;PIK3R1;MAPK14;IGF1R;MAPK3
C-type lectin receptor signaling pathway	10/104	1.0908737960463219E-10	2.704137860621868E-10	0	0	23.411347517730498	537.0299018817865	SRC;PLCG2;PIK3R3;CBLB;PIK3R2;PTPN11;PIK3R1;MAPK14;RELA;MAPK3
Thyroid hormone signaling pathway	10/121	4.931676497073535E-10	1.2055209215068641E-9	0	0	19.80880880880881	424.50617868816585	KAT2A;SRC;MYC;PLCG2;PIK3R3;PIK3R2;PIK3R1;PLCG1;HIF1A;MAPK3
Gap junction	9/88	5.578018953639682E-10	1.3448374463569643E-9	0	0	24.814160523021283	528.7157461299545	PDGFRB;SRC;CDK1;GRB2;SOS1;GRM1;EGFR;MAP2K5;MAPK3
Cell cycle	10/124	6.282497116146491E-10	1.4942155303267332E-9	0	0	19.28460038986355	408.60372136784093	RB1;CDKN1A;CDKN2B;CCND2;CDK6;CDKN2C;CCNE1;MYC;CDK1;SKP2
Inflammatory mediator regulation of TRP channels	9/98	1.4745693307208465E-9	3.4603226960915864E-9	0	0	22.014940116063713	447.6716028813316	MAP2K3;SRC;PLCG2;PIK3R3;PIK3R2;PIK3R1;PLCG1;MAPK14;MAP2K6
Measles	10/139	1.928410161411795E-9	4.4657919527431046E-9	0	0	17.02928509905254	341.7193401969315	CCND2;CDK6;CCNE1;STAT3;PIK3R3;CBLB;PIK3R2;PIK3R1;RELA;TP73
Epithelial cell signaling in Helicobacter pylori infection	8/70	2.1486564943403984E-9	4.911214844206625E-9	0	0	27.82328190743338	555.3088316848101	LYN;SRC;PLCG2;PTPN11;PLCG1;MAPK14;EGFR;RELA
Type II diabetes mellitus	7/46	2.8802050924536077E-9	6.498924311177371E-9	0	0	38.3311276537083	753.7971238376133	SOCS3;SOCS1;IRS4;PIK3R3;PIK3R2;PIK3R1;MAPK3
TNF signaling pathway	9/112	4.861046546917437E-9	1.0829673319714795E-8	0	0	19.009175290728688	363.87386310953644	MAP2K3;SOCS3;PIK3R3;PIK3R2;PIK3R1;MAPK14;RELA;MAP2K6;MAPK3
GnRH signaling pathway	8/93	2.1096070745877204E-8	4.6411355640929855E-8	0	0	20.271099744245525	358.2750461035728	MAP2K3;SRC;GRB2;SOS1;MAPK14;EGFR;MAP2K6;MAPK3
Ubiquitin mediated proteolysis	9/140	3.4535129609745994E-8	7.503929396685549E-8	0	0	14.925006291418505	256.4308431573071	SOCS3;SOCS1;NEDD4;CBLC;CBLB;STUB1;VHL;SKP2;CBL
Transcriptional misregulation in cancer	10/192	4.304764295793658E-8	9.239494098288828E-8	0	0	12.037851037851038	204.17349018289852	CSF1R;CDKN1A;CCND2;CDKN2C;JUP;SP1;MYC;PTK2;RELA;IGF1R
Toll-like receptor signaling pathway	8/104	5.100596622054119E-8	1.0686964350970535E-7	0	0	17.93840579710145	301.20956990452106	MAP2K3;PIK3R3;PIK3R2;PIK3R1;MAPK14;RELA;MAP2K6;MAPK3
NF-kappa B signaling pathway	8/104	5.100596622054119E-8	1.0686964350970535E-7	0	0	17.93840579710145	301.20956990452106	LYN;ZAP70;LCK;BTK;PLCG2;BLNK;PLCG1;RELA
p53 signaling pathway	7/73	7.854858711367004E-8	1.6264178037654035E-7	0	0	22.61942000651678	370.0434977224353	CDKN1A;CCND2;CDK6;CCNE1;CDK1;MDM4;TP73
Cushing syndrome	9/155	8.329005174149584E-8	1.70454059377945E-7	0	0	13.38145416227608	218.13023754464018	RB1;CDKN1A;CDKN2B;CDK6;CDKN2C;CCNE1;SP1;EGFR;MAPK3
Toxoplasmosis	8/112	9.112417966875386E-8	1.8434316806552506E-7	0	0	16.551839464882942	268.3225754833184	MAP2K3;SOCS1;STAT3;JAK2;MAPK14;RELA;MAP2K6;MAPK3
Coronavirus disease	10/232	2.5266691933845334E-7	5.053338386769067E-7	0	0	9.84884884884885	149.6157709783699	STAT3;PLCG2;PIK3R3;PIK3R2;PIK3R1;PLCG1;MAPK14;RELA;EGFR;MAPK3
Calcium signaling pathway	10/240	3.4545461889054544E-7	6.831462126374831E-7	0	0	9.502415458937199	141.38078141404316	PDGFRB;ERBB3;HGF;ERBB2;PLCG2;PLCG1;FGFR4;GRM1;EGFR;FGFR1
Th1 and Th2 cell differentiation	7/92	3.909033205730123E-7	7.644331602316684E-7	0	0	17.546489563567363	258.89504193764344	ZAP70;LCK;PLCG1;JAK2;MAPK14;RELA;MAPK3
Autophagy	8/137	4.3237575267815756E-7	8.362432139709421E-7	0	0	13.327266599258511	195.29737597438964	BECN1;IRS4;PIK3R3;PIK3R2;PIK3R1;HIF1A;IGF1R;MAPK3
Neutrophil extracellular trap formation	9/189	4.50731081360984E-7	8.622681556470999E-7	0	0	10.835164835164836	158.3277078895653	SRC;PLCG2;PIK3R3;PIK3R2;PIK3R1;PLCG1;MAPK14;RELA;MAPK3
mTOR signaling pathway	8/154	1.0524319167348553E-6	1.9916991112401565E-6	0	0	11.765336509827279	161.9428797504911	PIK3R3;PIK3R2;GRB2;PIK3R1;SKP2;SOS1;IGF1R;MAPK3
Insulin resistance	7/108	1.1657558366675666E-6	2.182691779292465E-6	0	0	14.754923879484723	201.58384892882844	SOCS3;STAT3;PIK3R3;PIK3R2;PTPN11;PIK3R1;RELA
Adipocytokine signaling pathway	6/69	1.247776499532911E-6	2.311670146503077E-6	0	0	20.098277608915907	273.2189481201897	SOCS3;STAT3;IRS4;PTPN11;JAK2;RELA
Sphingolipid signaling pathway	7/119	2.2395280584429955E-6	4.105801440478825E-6	0	0	13.298387096774194	173.00198119924593	PIK3R3;PIK3R2;FYN;PIK3R1;MAPK14;RELA;MAPK3
Influenza A	8/172	2.414310720009819E-6	4.380605017749775E-6	0	0	10.464475079533404	135.3485328837483	SOCS3;CDK6;PIK3R3;PIK3R2;PIK3R1;JAK2;RELA;MAPK3
Endocytosis	9/252	4.867314525207003E-6	8.741299555473801E-6	0	0	8.000407000407	97.86872446431921	SRC;CAV1;NEDD4;CBLC;CBLB;FGFR4;CBL;EGFR;IGF1R
Pathogenic Escherichia coli infection	8/197	6.593280450120683E-6	1.1721387466881213E-5	0	0	9.068783068783068	108.18568070678297	SRC;FYN;PTPN11;PTPN6;MAPK14;RELA;NCK1;MAPK3
Amoebiasis	6/102	1.2273346665327403E-5	2.1177539344094343E-5	0	0	13.167553191489361	148.8997525909875	PIK3R3;HSPB1;PIK3R2;PIK3R1;PTK2;RELA
