Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Feedback Regulation of MAPK Pathway	5/6	1.8126159153449432E-9	1.9230207029159534E-7	0	0	399.7368421052632	8046.100938870365	MAP2K1;MAP2K2;MAPK1;BRAF;RAF1
Cellular Responses to Stimuli	35/887	2.0936296055201962E-9	2.036054791368391E-7	0	0	3.57716189610783	71.48731480468375	EPO;GSTP1;CUL3;HDAC6;PRDX2;STIP1;RAI1;GNA11;AKT3;RPS3;ABL1;E2F1;AKT1;EP300;MAPK1;MAP3K5;SUZ12;CDKN2A;IFNB1;ARNT;NFKB1;NFKBIA;PIK3CA;CDK4;GNAQ;CDK2;CAT;MDM2;POT1;CTNNB1;ATM;TP53;TLR4;ASF1A;HSPA1A
Negative Regulation of the PI3K AKT Network	13/118	3.1866163238531947E-9	2.686285015365947E-7	0	0	10.175692368997808	199.0803612697846	PDGFRA;PTEN;GAB2;PIK3CA;ERBB4;AKT3;KIT;RAC2;AKT1;PIP4K2A;MAPK1;RAC1;MET
PIP3 Activates AKT Signaling	19/281	3.222621269504992E-9	2.686285015365947E-7	0	0	6.064836352914196	118.58617429390688	SUZ12;PDGFRA;HDAC2;KDM1A;PTEN;GAB2;PIK3CA;ERBB4;AKT3;KIT;RAC2;MDM2;AKT1;PIP4K2A;MAPK1;PPARG;RAC1;TP53;MET
Regulation of TP53 Degradation	8/36	1.268121837108745E-8	9.865987892706035E-7	0	0	23.091334894613585	419.87306307293494	CDKN2A;CHEK2;AKT3;CDK2;MDM2;AKT1;ATM;TP53
PI3K AKT Signaling in Cancer	12/110	1.454447848405495E-8	1.0376245762314314E-6	0	0	10.025510204081632	180.920902540475	PDGFRA;PIK3CA;ERBB4;AKT3;KIT;MDM2;PTEN;RAC2;AKT1;RAC1;GAB2;MET
Signaling by Interleukins	23/452	1.5968674183662916E-8	1.0376245762314314E-6	0	0	4.52292830895451	81.19848964339567	IL1RN;CSF3;MAP2K1;SYK;FASLG;GAB2;PTGS2;TNF;AGER;NFKB1;IL2;NFKBIA;POMC;MTAP;CASP8;IFNG;PIK3CA;IL1RAPL1;AKT1;MAPK1;PTK2B;JUNB;TP53
Regulation of TP53 Expression and Degradation	8/37	1.6004492178376837E-8	1.0376245762314314E-6	0	0	22.293951384963258	400.18526452556176	CDKN2A;CHEK2;AKT3;CDK2;MDM2;AKT1;ATM;TP53
Gene Expression (Transcription)	48/1615	1.8177760950061964E-8	1.1164972120380164E-6	0	0	2.729982356695071	48.656658222451114	HDAC2;PTEN;FASLG;NDRG1;HDAC6;AURKA;SNAPC5;LGALS3;PRDX2;GRIN2A;STK11;CHEK2;AKT3;NPPA;SPP1;ABL1;E2F1;AKT1;PIP4K2A;CTLA4;EP300;MAPK1;JUNB;SUZ12;SETDB1;PARP1;CDKN2A;VDR;DNMT3A;ARNT;NFKB1;IL2;POMC;GPAM;IFNG;CDK4;KIT;CDK2;CAT;ERCC2;MDM2;CTNNB1;FAS;ATM;PPARG;TP53;MET;PPARD
Cellular Senescence	14/167	2.7508180600105517E-8	1.553427312369414E-6	0	0	7.5336409073433295	131.15151523676144	SUZ12;CDKN2A;IFNB1;NFKB1;CDK4;CDK2;MDM2;E2F1;POT1;MAPK1;ATM;TP53;ASF1A;MAP3K5
Intracellular Signaling by Second Messengers	19/321	2.7953704849835215E-8	1.553427312369414E-6	0	0	5.250746098968252	91.3247361776867	SUZ12;PDGFRA;HDAC2;KDM1A;PTEN;GAB2;PIK3CA;ERBB4;AKT3;KIT;RAC2;MDM2;AKT1;PIP4K2A;MAPK1;PPARG;RAC1;TP53;MET
SUMO E3 Ligases SUMOylate Target Proteins	14/170	3.448183102808219E-8	1.8291044004441782E-6	0	0	7.38763197586727	126.94044863810572	SUZ12;HDAC2;PARP1;VDR;CDKN2A;DNMT3A;MITF;AURKA;NFKBIA;INCENP;MDM2;EP300;PPARG;TP53
RAF MAP Kinase Cascade	17/265	4.8053303548903675E-8	2.4381828365900256E-6	0	0	5.68805765271105	95.84920326779505	PDGFRA;MAP2K1;MAP2K2;CUL3;ARL2;BRAF;IL2;NRAS;PIK3CA;ERBB4;KIT;RASA2;NF1;MAPK1;RAF1;HRAS;MET
SUMOylation	14/176	5.342804587767228E-8	2.5979387308018143E-6	0	0	7.111837327523602	119.08721839963057	SUZ12;HDAC2;PARP1;VDR;CDKN2A;DNMT3A;MITF;AURKA;NFKBIA;INCENP;MDM2;EP300;PPARG;TP53
MAPK1 MAPK3 Signaling	17/271	6.65302657531519E-8	3.1056328053571305E-6	0	0	5.551985257162004	91.74993680472922	PDGFRA;MAP2K1;MAP2K2;CUL3;ARL2;BRAF;IL2;NRAS;PIK3CA;ERBB4;KIT;RASA2;NF1;MAPK1;RAF1;HRAS;MET
MAPK Family Signaling Cascades	18/314	1.0614182463139135E-7	4.764134974801296E-6	0	0	5.055093555093555	81.17716762977038	PDGFRA;MAP2K1;MAP2K2;CUL3;ARL2;BRAF;IL2;NRAS;PIK3CA;ERBB4;KIT;RASA2;NF1;MAPK1;RAC1;RAF1;HRAS;MET
Regulation of TP53 Activity	13/160	1.2575958373491155E-7	5.43560867476451E-6	0	0	7.252810747730054	115.23913985466798	HDAC2;CDKN2A;AURKA;STK11;CHEK2;AKT3;CDK2;MDM2;AKT1;EP300;PIP4K2A;ATM;TP53
Innate Immune System	37/1149	1.4236343022031739E-7	5.933504395253943E-6	0	0	2.884105738664882	45.467588610229015	IFNA5;IFNA1;GSTP1;UBR4;CLU;AGER;LGALS3;NRAS;KLRK1;CASP8;RAC2;ABL1;EP300;MAPK1;RAC1;CAPN1;HRAS;MAP2K1;TRAPPC1;SYK;IFNB1;RNASET2;GAB2;MMP8;NFKB1;NFKBIA;PIK3CA;QPCT;CAT;CTNNB1;HPSE;NF2;RAF1;TP53;TLR4;DSC1;HSPA1A
PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	11/111	1.5936493016451549E-7	6.413064603516882E-6	0	0	8.967966804979254	140.3672361746414	PDGFRA;PIK3CA;ERBB4;KIT;RAC2;AKT1;PIP4K2A;MAPK1;RAC1;GAB2;MET
Transcriptional Regulation by TP53	19/362	1.846190816212136E-7	7.181682275065208E-6	0	0	4.613358525507076	71.5299908556227	HDAC2;CDKN2A;PTEN;NDRG1;AURKA;PRDX2;STK11;CHEK2;AKT3;CDK2;ERCC2;MDM2;E2F1;AKT1;PIP4K2A;FAS;EP300;ATM;TP53
Cellular Responses to Stress	29/787	2.415748866001107E-7	9.094125569752556E-6	0	0	3.2579836009323566	49.63891938103003	EPO;GSTP1;CUL3;HDAC6;PRDX2;STIP1;RAI1;AKT3;RPS3;E2F1;AKT1;EP300;MAPK1;MAP3K5;SUZ12;CDKN2A;IFNB1;ARNT;NFKB1;CDK4;CDK2;CAT;MDM2;POT1;ATM;TP53;TLR4;ASF1A;HSPA1A
Signaling by High-Kinase Activity BRAF Mutants	7/36	2.8348940610947167E-7	1.0338504279054795E-5	0	0	19.427586206896553	292.8920591721276	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
MITF-M-dependent Gene Expression	10/94	3.016273840660576E-7	1.0666641127426946E-5	0	0	9.673356946084219	145.23649129957505	PMEL;TERT;MLANA;CDKN2A;TYRP1;CDK2;CTNNB1;MITF;TYR;MET
Signaling by Nuclear Receptors	16/270	3.5332966186471914E-7	1.2127521041062564E-5	0	0	5.20325637261444	77.29887074322524	KDM4A;KDM4B;KDM1A;ALDH1A3;NRAS;GPAM;PIK3CA;ERBB4;FASN;AKT3;ALDH1A1;AKT1;EP300;MAPK1;HRAS;PPARD
Signaling by Non-Receptor Tyrosine Kinases	8/55	4.1506860410561547E-7	1.323073191467713E-5	0	0	13.743285664457622	201.95513679933003	KHDRBS2;NRAS;ERBB4;CDK4;CDK2;AKT1;RAC1;HRAS
Signaling by PTK6	8/55	4.1506860410561547E-7	1.323073191467713E-5	0	0	13.743285664457622	201.95513679933003	KHDRBS2;NRAS;ERBB4;CDK4;CDK2;AKT1;RAC1;HRAS
FLT3 Signaling	7/38	4.1948335976268536E-7	1.323073191467713E-5	0	0	18.172350230414747	266.8471881043857	NRAS;SYK;PIK3CA;AKT3;AKT1;GAB2;HRAS
DNA Repair	17/312	4.940411635991895E-7	1.5172264155796161E-5	0	0	4.770299314821493	69.26783241628986	FTO;KDM4A;RTEL1;KDM4B;PARP1;XRCC3;BRCA2;CHEK2;APEX1;ERCC1;CDK2;ERCC2;ABL1;POT1;ATM;ERCC5;TP53
DNA Double-Strand Break Repair	12/152	5.273926923601691E-7	1.5781212102161982E-5	0	0	7.002857142857143	101.2285438491523	KDM4A;RTEL1;KDM4B;PARP1;CHEK2;ERCC1;XRCC3;CDK2;ABL1;ATM;BRCA2;TP53
MAP2K and MAPK Activation	7/40	6.065315025070012E-7	1.7695556585641758E-5	0	0	17.06926406926407	244.35520628194078	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
HDMs Demethylate Histones	6/26	7.025848663871436E-7	1.9997964367653576E-5	0	0	24.058536585365854	340.87336687145387	KDM4A;KDM4B;KDM4C;KDM1A;KDM7A;JMJD6
Signaling by RAF1 Mutants	7/41	7.235993894464564E-7	2.0105725892476537E-5	0	0	16.56638655462185	234.23260214855244	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
Oncogenic MAPK Signaling	9/82	9.129019227116374E-7	2.4775733576848395E-5	0	0	9.982242516489093	138.81942696813573	MAP2K1;NRAS;MAP2K2;NF1;MAPK1;BRAF;RAF1;HRAS;KDM7A
Negative Regulation of MAPK Pathway	7/43	1.0151425426077792E-6	2.6924348800529053E-5	0	0	15.644444444444444	215.90086643470738	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
Signaling by NTRKs	11/134	1.0732486817729345E-6	2.7832915813978103E-5	0	0	7.282495024120366	100.09658586528951	MAP2K1;NRAS;MAP2K2;PIK3CA;PTPRO;EP300;MAPK1;BRAF;RAC1;JUNB;HRAS
Signaling by VEGF	10/108	1.1073006731793234E-6	2.809173664348414E-5	0	0	8.28554562320796	113.62453691192196	NRAS;FLT1;PIK3CA;AKT3;AKT1;PTK2B;VEGFC;CTNNB1;RAC1;HRAS
Paradoxical Activation of RAF Signaling by Kinase Inactive BRAF	7/45	1.3992362161226148E-6	3.2136131911964105E-5	0	0	14.819548872180452	199.76135431113667	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
Signaling by RAS Mutants	7/45	1.3992362161226148E-6	3.2136131911964105E-5	0	0	14.819548872180452	199.76135431113667	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
Signaling by Moderate Kinase Activity BRAF Mutants	7/45	1.3992362161226148E-6	3.2136131911964105E-5	0	0	14.819548872180452	199.76135431113667	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
Signaling Downstream of RAS Mutants	7/45	1.3992362161226148E-6	3.2136131911964105E-5	0	0	14.819548872180452	199.76135431113667	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;RAF1;HRAS
DAP12 Signaling	6/29	1.40440679306784E-6	3.2136131911964105E-5	0	0	20.91728525980912	281.8791514694371	NRAS;KLRK1;SYK;PIK3CA;RAC1;HRAS
Apoptosis	12/168	1.5327943006733355E-6	3.399117036137978E-5	0	0	6.279487179487179	84.07240011386773	CASP8;DCC;CDKN2A;AKT3;E2F1;AKT1;MAPK1;CTNNB1;FAS;FASLG;TP53;TLR4
Signaling by BRAF and RAF1 Fusions	8/65	1.5437292452040518E-6	3.399117036137978E-5	0	0	11.326430831176301	151.5624762678207	MAP2K1;NRAS;MAP2K2;MAPK1;BRAF;RAF1;HRAS;KDM7A
Regulation of MITF-M-dependent Genes Involved in Cell Cycle and Proliferation	5/17	1.6687646989685892E-6	3.606385932771007E-5	0	0	33.29284750337382	442.90896326925116	CDKN2A;CDK2;CTNNB1;MITF;MET
Regulation of TP53 Activity Through Acetylation	6/30	1.7370777488548748E-6	3.685763150752071E-5	0	0	20.04471544715447	265.8592008981348	HDAC2;AKT3;AKT1;EP300;PIP4K2A;TP53
FOXO-mediated Transcription	8/67	1.9520516846234027E-6	4.067936278491984E-5	0	0	10.941372603500973	143.84217285225273	POMC;STK11;HDAC2;AKT3;CAT;AKT1;EP300;FASLG
Chromatin Modifying Enzymes	14/238	2.10680451979214E-6	4.23903599068522E-5	0	0	5.1271008403361344	67.01294198922795	SUZ12;KDM4A;HDAC2;KDM4B;KDM4C;SETDB1;KDM1A;TRRAP;DNMT3A;NFKB1;JMJD6;CDK4;EP300;KDM7A
Chromatin Organization	14/238	2.10680451979214E-6	4.23903599068522E-5	0	0	5.1271008403361344	67.01294198922795	SUZ12;KDM4A;HDAC2;KDM4B;KDM4C;SETDB1;KDM1A;TRRAP;DNMT3A;NFKB1;JMJD6;CDK4;EP300;KDM7A
Oxidative Stress Induced Senescence	9/94	2.9060693799329365E-6	5.74810672268091E-5	0	0	8.567755991285402	109.22782893017516	SUZ12;CDKN2A;IFNB1;CDK4;E2F1;MDM2;MAPK1;TP53;MAP3K5
Regulation of TP53 Activity Through Methylation	5/19	3.071810483984306E-6	5.974671391349475E-5	0	0	28.533834586466167	362.1869085683774	CHEK2;MDM2;EP300;ATM;TP53
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity	7/51	3.3474421232849736E-6	6.404040914546825E-5	0	0	12.794805194805194	161.30812728751147	POMC;MC1R;AKT3;KIT;MAPK1;CTNNB1;MITF
RAF Activation	6/34	3.771917346454155E-6	6.987027846526983E-5	0	0	17.177700348432055	214.51386979694135	NRAS;MAP2K1;MAP2K2;BRAF;RAF1;HRAS
Signalling to ERKs	6/34	3.771917346454155E-6	6.987027846526983E-5	0	0	17.177700348432055	214.51386979694135	NRAS;MAP2K1;MAP2K2;MAPK1;BRAF;HRAS
Oncogene Induced Senescence	6/35	4.504563265301245E-6	8.213789579072739E-5	0	0	16.58452481076535	204.16245955319133	CDKN2A;CDK4;E2F1;MDM2;MAPK1;TP53
CD209 (DC-SIGN) Signaling	5/21	5.266005597716863E-6	9.454505434670122E-5	0	0	24.964574898785425	303.4253957207564	NRAS;EP300;RAF1;HRAS;NFKB1
Intrinsic Pathway for Apoptosis	7/55	5.621222876381089E-6	9.939344085964744E-5	0	0	11.726190476190476	141.75746314530508	CASP8;CDKN2A;AKT3;E2F1;AKT1;MAPK1;TP53
Costimulation by the CD28 Family	8/78	6.228820088253713E-6	1.0689754474988357E-4	0	0	9.216861826697892	110.4762887542047	CD274;PIK3CA;AKT3;AKT1;CTLA4;RAC1;PDCD1;HLA-DQA1
Diseases of Programmed Cell Death	8/78	6.228820088253713E-6	1.0689754474988357E-4	0	0	9.216861826697892	110.4762887542047	SUZ12;PRDX2;CASP8;CDKN2A;DNMT3A;FASLG;CAPN1;TP53
Telomere Extension By Telomerase	5/23	8.530287163155176E-6	1.439520677926292E-4	0	0	22.188484030589294	258.9814901093887	PPP6C;RTEL1;TERT;CDK2;POT1
Cell Cycle	23/649	8.634657022694126E-6	1.439520677926292E-4	0	0	3.067971594793309	35.77170990934795	CDKN1C;RTEL1;CDKN2A;BRCA2;PKMYT1;REC8;AURKA;PPP6C;TERT;INCENP;CDK4;CHEK2;AKT3;CDK2;ABL1;MDM2;E2F1;AKT1;POT1;EP300;MAPK1;ATM;TP53
Constitutive Signaling by Aberrant PI3K in Cancer	8/83	9.926222986553543E-6	1.6315355246912655E-4	0	0	8.600218579234973	99.07736054397053	PDGFRA;PIK3CA;ERBB4;KIT;RAC2;RAC1;GAB2;MET
Programmed Cell Death	12/202	1.02865427248231E-5	1.6672771333150775E-4	0	0	5.146842105263158	59.10980395833001	CASP8;CDKN2A;DCC;AKT3;E2F1;AKT1;CTNNB1;FAS;MAPK1;FASLG;TP53;TLR4
Frs2-mediated Activation	4/12	1.1251310224794229E-5	1.7402436570806236E-4	0	0	39.79838709677419	453.50365459828413	MAP2K1;MAP2K2;MAPK1;BRAF
Signaling by PDGFRA Extracellular Domain Mutants	4/12	1.1251310224794229E-5	1.7402436570806236E-4	0	0	39.79838709677419	453.50365459828413	PDGFRA;NRAS;PIK3CA;HRAS
Signaling by PDGFRA Transmembrane, Juxtamembrane and Kinase Domain Mutants	4/12	1.1251310224794229E-5	1.7402436570806236E-4	0	0	39.79838709677419	453.50365459828413	PDGFRA;NRAS;PIK3CA;HRAS
Regulation of PTEN Gene Transcription	7/61	1.1333206335743564E-5	1.7402436570806236E-4	0	0	10.420105820105821	118.66180521454115	SUZ12;HDAC2;KDM1A;PTEN;MAPK1;PPARG;TP53
DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta	8/86	1.2926551252472605E-5	1.9482969741251588E-4	0	0	8.26817990752417	93.06851095142042	IFNA5;NFKBIA;CASP8;IFNA1;IFNB1;EP300;AGER;NFKB1
Defective Intrinsic Pathway for Apoptosis	5/25	1.3194381966994373E-5	1.9482969741251588E-4	0	0	19.967611336032387	224.35047860962757	PRDX2;CDKN2A;FASLG;CAPN1;TP53
Signaling by Erythropoietin	5/25	1.3194381966994373E-5	1.9482969741251588E-4	0	0	19.967611336032387	224.35047860962757	NRAS;PIK3CA;EPO;HRAS;EPOR
Regulation of MITF-M-dependent Genes Involved in Pigmentation	6/42	1.3522883882102645E-5	1.9482969741251588E-4	0	0	13.355013550135501	149.72475573782503	PMEL;MLANA;TYRP1;CTNNB1;MITF;TYR
Regulation of Beta-Cell Development	6/42	1.3522883882102645E-5	1.9482969741251588E-4	0	0	13.355013550135501	149.72475573782503	RFX6;AKT3;PAX4;AKT1;EP300;PAX6
Signaling by NTRK1 (TRKA)	9/115	1.5275715886203252E-5	2.1739951755120972E-4	0	0	6.86303284416492	76.10586080168937	MAP2K1;NRAS;MAP2K2;PIK3CA;EP300;MAPK1;BRAF;JUNB;HRAS
Signaling by SCF-KIT	6/43	1.555118379715714E-5	2.1865339146123354E-4	0	0	12.99340804218853	143.85487729046366	NRAS;PIK3CA;KIT;RAC1;GAB2;HRAS
FasL CD95L Signaling	3/5	1.9400703328407657E-5	2.6636024452060867E-4	0	0	118.95180722891567	1290.6510461182456	CASP8;FAS;FASLG
Melanin Biosynthesis	3/5	1.9400703328407657E-5	2.6636024452060867E-4	0	0	118.95180722891567	1290.6510461182456	SLC45A2;TYRP1;TYR
DAP12 Interactions	6/45	2.0344073113893504E-5	2.7606434097574093E-4	0	0	12.325828642901813	133.1524871338661	NRAS;KLRK1;SYK;PIK3CA;RAC1;HRAS
Erythropoietin Activates RAS	4/14	2.2304986745403633E-5	2.9579454013506866E-4	0	0	31.835483870967742	340.980326126193	NRAS;EPO;HRAS;EPOR
Prolonged ERK Activation Events	4/14	2.2304986745403633E-5	2.9579454013506866E-4	0	0	31.835483870967742	340.980326126193	MAP2K1;MAP2K2;MAPK1;BRAF
Cellular Responses to Mechanical Stimuli	8/93	2.3001598801816802E-5	2.982540644635579E-4	0	0	7.58457087753134	81.00281371047787	NFKBIA;PIK3CA;GNA11;GNAQ;ABL1;AKT1;CTNNB1;NFKB1
Response of Endothelial Cells to Shear Stress	8/93	2.3001598801816802E-5	2.982540644635579E-4	0	0	7.58457087753134	81.00281371047787	NFKBIA;PIK3CA;GNA11;GNAQ;ABL1;AKT1;CTNNB1;NFKB1
Caspase Activation via Extrinsic Apoptotic Signalling Pathway	5/28	2.366516998547101E-5	3.034863008026887E-4	0	0	17.360499911987326	184.9154726497317	CASP8;DCC;FAS;FASLG;TLR4
Cyclin D Associated Events in G1	6/47	2.6260971443692906E-5	3.295328352127916E-4	0	0	11.723378941106484	123.65148001646895	CDKN1C;CDKN2A;CDK4;CDK2;ABL1;E2F1
G1 Phase	6/47	2.6260971443692906E-5	3.295328352127916E-4	0	0	11.723378941106484	123.65148001646895	CDKN1C;CDKN2A;CDK4;CDK2;ABL1;E2F1
Factors Involved in Megakaryocyte Development and Platelet Production	10/158	3.298230965108449E-5	4.09200034196646E-4	0	0	5.472414563323654	56.47279666733463	IFNA5;HDAC2;KIF18B;KDM1A;IFNA1;IFNB1;CDK2;ABL1;RAC1;TP53
Hemostasis	23/707	3.337566951236737E-5	4.09200034196646E-4	0	0	2.7993053959498453	28.854353708594097	IFNA5;HDAC2;IFNA1;SYK;KDM1A;IFNB1;VEGFC;CLU;NRAS;KIF18B;PIK3CA;GNAQ;GNA11;BSG;CDK2;RAC2;ABL1;AKT1;MAPK1;RAC1;RAF1;TP53;HRAS
ESR-mediated Signaling	11/192	3.3661699471189386E-5	4.09200034196646E-4	0	0	4.934251851172601	50.81859936649943	NRAS;KDM4B;KDM1A;PIK3CA;GPAM;ERBB4;AKT3;AKT1;EP300;MAPK1;HRAS
VEGFA-VEGFR2 Pathway	8/99	3.62392201760956E-5	4.3599144273715016E-4	0	0	7.082327508557016	72.41940928791628	NRAS;PIK3CA;AKT3;AKT1;PTK2B;CTNNB1;RAC1;HRAS
Signaling by ERBB2	6/50	3.7657024505551385E-5	4.4842599589773946E-4	0	0	10.922394678492239	111.26633680453334	NRAS;PIK3CA;ERBB4;AKT3;AKT1;HRAS
Estrogen-stimulated Signaling Through PRKCZ	3/6	3.843972903384388E-5	4.531228664898566E-4	0	0	79.29718875502007	806.1684482258548	NRAS;MAPK1;HRAS
Turbulent Flow Shear Stress Activates Signaling by PIEZO1 and Integrins in Endothelial Cells	5/31	3.9670873774892926E-5	4.593723228076689E-4	0	0	15.355029585798816	155.62158643345558	NFKBIA;GNA11;GNAQ;ABL1;NFKB1
